Team,Team Code,Year,Date,Time,LTime,Loc,Opponent,Team Code opp,Week,G,Day,Result,OT,Points For,Points Against,Points Difference,Points Combined,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Sk,Yds,Pass Rate,Rush Att,Rush Yard,Rush Avg,Rush TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Pass Int opp,Sk opp,Yds opp,Pass Rate opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp
NEW,16,2015,2015-09-10,8:40,8:40,,PIT,21,1,1,Thu,W 28-21,,28,21,7,49,25,32,78.1,281,4,0,2,7,142.8,24,80,3.33,0,26,38,68.4,330,1,1,3,21,93.1,25,134,5.36,1
PIT,21,2015,2015-09-10,8:40,8:40,@,NEW,16,1,1,Thu,L 21-28,,21,28,-7,49,26,38,68.4,330,1,1,3,21,93.1,25,134,5.36,1,25,32,78.1,281,4,0,2,7,142.8,24,80,3.33,0
BUF,2,2015,2015-09-13,1:03,1:03,,IND,6,1,1,Sun,W 27-14,,27,14,13,41,14,19,73.7,195,1,0,0,0,123.8,36,147,4.08,2,26,49,53.1,240,2,2,2,3,63.3,17,64,3.76,0
CAR,29,2015,2015-09-13,1:03,1:03,@,JAX,30,1,1,Sun,W 20-9,,20,9,11,29,18,31,58.1,158,1,1,2,17,69.0,35,105,3.0,0,22,40,55.0,169,1,2,5,14,53.0,21,96,4.57,0
CHI,3,2015,2015-09-13,1:00,12:00,,GNB,11,1,1,Sun,L 23-31,,23,31,-8,54,18,36,50.0,213,1,1,2,12,66.1,33,189,5.73,1,18,23,78.3,189,3,0,0,0,140.5,30,133,4.43,1
CIN,4,2015,2015-09-13,4:25,1:25,@,OAK,27,1,1,Sun,W 33-13,,33,13,20,46,25,34,73.5,269,2,0,0,0,115.9,31,127,4.1,2,30,43,69.8,183,2,1,2,20,83.8,16,63,3.94,0
CLE,5,2015,2015-09-13,1:04,1:04,@,NYJ,18,1,1,Sun,L 10-31,,10,31,-21,41,18,32,56.3,217,1,1,3,14,74.6,28,104,3.71,0,15,24,62.5,179,2,1,0,0,95.7,36,154,4.28,2
IND,6,2015,2015-09-13,1:03,1:03,@,BUF,2,1,1,Sun,L 14-27,,14,27,-13,41,26,49,53.1,240,2,2,2,3,63.3,17,64,3.76,0,14,19,73.7,195,1,0,0,0,123.8,36,147,4.08,2
ARI,7,2015,2015-09-13,4:05,1:05,,NOR,15,1,1,Sun,W 31-19,,31,19,12,50,19,32,59.4,307,3,0,0,0,122.8,25,120,4.8,1,30,48,62.5,354,1,1,2,1,83.2,20,54,2.7,0
DAL,8,2015,2015-09-13,8:31,7:31,,NYG,17,1,1,Sun,W 27-26,,27,26,1,53,36,45,80.0,356,3,2,0,0,103.3,23,80,3.48,0,20,36,55.6,189,0,0,1,3,70.3,24,99,4.13,1
DEN,9,2015,2015-09-13,4:25,2:25,,BAL,31,1,1,Sun,W 19-13,,19,13,6,32,24,40,60.0,150,0,1,4,25,57.3,25,69,2.76,0,18,32,56.3,100,0,2,2,17,35.9,23,73,3.17,0
DET,10,2015,2015-09-13,4:05,1:05,@,LAC,23,1,1,Sun,L 28-33,,28,33,-5,61,19,30,63.3,233,2,2,1,13,81.7,16,69,4.31,1,34,41,82.9,387,2,2,2,16,101.9,31,96,3.1,2
GNB,11,2015,2015-09-13,1:00,12:00,@,CHI,3,1,1,Sun,W 31-23,,31,23,8,54,18,23,78.3,189,3,0,0,0,140.5,30,133,4.43,1,18,36,50.0,213,1,1,2,12,66.1,33,189,5.73,1
HOU,32,2015,2015-09-13,1:02,12:02,,KAN,12,1,1,Sun,L 20-27,,20,27,-7,47,26,47,55.3,298,2,1,5,36,79.9,21,98,4.67,0,22,33,66.7,233,3,0,2,10,117.4,32,97,3.03,0
JAX,30,2015,2015-09-13,1:03,1:03,,CAR,29,1,1,Sun,L 9-20,,9,20,-11,29,22,40,55.0,169,1,2,5,14,53.0,21,96,4.57,0,18,31,58.1,158,1,1,2,17,69.0,35,105,3.0,0
KAN,12,2015,2015-09-13,1:02,12:02,@,HOU,32,1,1,Sun,W 27-20,,27,20,7,47,22,33,66.7,233,3,0,2,10,117.4,32,97,3.03,0,26,47,55.3,298,2,1,5,36,79.9,21,98,4.67,0
MIA,13,2015,2015-09-13,1:02,1:02,@,WAS,26,1,1,Sun,W 17-10,,17,10,7,27,22,34,64.7,182,1,0,3,44,88.1,18,74,4.11,0,21,31,67.7,188,1,2,1,8,67.7,37,161,4.35,0
NOR,15,2015,2015-09-13,4:05,1:05,@,ARI,7,1,1,Sun,L 19-31,,19,31,-12,50,30,48,62.5,354,1,1,2,1,83.2,20,54,2.7,0,19,32,59.4,307,3,0,0,0,122.8,25,120,4.8,1
NYG,17,2015,2015-09-13,8:31,7:31,@,DAL,8,1,1,Sun,L 26-27,,26,27,-1,53,20,36,55.6,190,0,0,1,3,70.4,24,99,4.13,1,36,45,80.0,356,3,2,0,0,103.3,23,80,3.48,0
NYJ,18,2015,2015-09-13,1:04,1:04,,CLE,5,1,1,Sun,W 31-10,,31,10,21,41,15,24,62.5,179,2,1,0,0,95.7,36,154,4.28,2,18,32,56.3,217,1,1,3,14,74.6,28,104,3.71,0
TEN,19,2015,2015-09-13,4:25,4:25,@,TAM,25,1,1,Sun,W 42-14,,42,14,28,56,13,15,86.7,185,4,0,2,24,157.6,32,124,3.88,1,16,33,48.5,181,2,2,4,29,60.3,26,92,3.54,0
OAK,27,2015,2015-09-13,4:25,1:25,,CIN,4,1,1,Sun,L 13-33,,13,33,-20,46,30,43,69.8,183,2,1,2,20,83.8,16,63,3.94,0,25,34,73.5,269,2,0,0,0,115.9,31,127,4.1,2
LAR,22,2015,2015-09-13,1:00,12:00,,SEA,24,1,1,Sun,W 34-31,OT,34,31,3,65,18,27,66.7,276,1,0,2,21,112.6,26,76,2.92,2,32,41,78.0,219,1,1,6,32,86.9,32,124,3.88,0
