Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Adryan Adams,2009-09-03,1,North Texas,@,Ball State,W,0,0,0,1,adryan-adams-1
Antonio Allen,2009-09-03,1,South Carolina,@,North Carolina State,W,0,0,0,1,antonio-allen-1
Sean Baker,2009-09-03,1,Ball State,,North Texas,L,1,0,0,1,sean-baker-1
James Brindley,2009-09-03,1,Utah State,@,Utah,L,1,20,0,1,james-brindley-1
Brandon Burton,2009-09-03,1,Utah,,Utah State,W,0,0,0,1,brandon-burton-1
Brandon Carnegie,2009-09-03,1,Ball State,,North Texas,L,0,0,0,2,brandon-carnegie-1
Christian Cox,2009-09-03,1,Utah,,Utah State,W,0,0,0,3,christian-cox-1
Chris Culliver,2009-09-03,1,South Carolina,@,North Carolina State,W,0,0,0,1,chris-culliver-1
Kepa Gaison,2009-09-03,1,Utah,,Utah State,W,0,0,0,1,kepa-gaison-1
Fred Garrin,2009-09-03,1,Iowa State,,North Dakota State,W,0,0,0,1,fred-garrin-1
Stephon Gilmore,2009-09-03,1,South Carolina,@,North Carolina State,W,0,0,0,1,stephon-gilmore-1
Donnell Golden,2009-09-03,1,Troy,@,Bowling Green State,L,0,0,0,1,donnell-golden-1
Dominique Harris,2009-09-03,1,Temple,,Villanova,L,0,0,0,1,dominique-harris-1
Kylie Hill,2009-09-03,1,North Texas,@,Ball State,W,0,0,0,1,kylie-hill-1
Royce Hill,2009-09-03,1,North Texas,@,Ball State,W,1,57,0,1,royce-hill-1
Devonte Holloman,2009-09-03,1,South Carolina,@,North Carolina State,W,0,0,0,1,devonte-holloman-1
Bryon Hout,2009-09-03,1,Boise State,,Oregon,W,0,0,0,1,bryon-hout-1
George Iloka,2009-09-03,1,Boise State,,Oregon,W,0,0,0,1,george-iloka-1
Leonard Johnson,2009-09-03,1,Iowa State,,North Dakota State,W,0,0,0,1,leonard-johnson-1
Davyd Jones,2009-09-03,1,Ball State,,North Texas,L,0,0,0,1,davyd-jones-1
Justin Jones,2009-09-03,1,Utah,,Utah State,W,1,0,0,1,justin-jones-2
Jammie Kirlew,2009-09-03,1,Indiana,,Eastern Kentucky,W,0,0,0,1,jammie-kirlew-1
Brian Lainhart,2009-09-03,1,Kent State,,Coastal Carolina,W,1,16,0,1,brian-lainhart-1
Michael Lemon,2009-09-03,1,North Carolina State,,South Carolina,L,1,0,0,1,michael-lemon-1
Christopher Lyle,2009-09-03,1,Iowa State,,North Dakota State,W,0,0,0,1,christopher-lyle-1
Casey Matthews,2009-09-03,1,Oregon,@,Boise State,L,0,0,0,1,casey-matthews-1
Matt Mayberry,2009-09-03,1,Indiana,,Eastern Kentucky,W,0,0,0,1,matt-mayberry-1
Cobrani Mixon,2009-09-03,1,Kent State,,Coastal Carolina,W,0,0,0,1,cobrani-mixon-1
Eddie Pleasant,2009-09-03,1,Oregon,@,Boise State,L,0,0,0,1,eddie-pleasant-1
Josh Pleasant,2009-09-03,1,Kent State,,Coastal Carolina,W,0,0,0,2,josh-pleasant-1
Nick Polk,2009-09-03,1,Indiana,,Eastern Kentucky,W,0,0,0,1,nick-polk-1
Craig Robertson,2009-09-03,1,North Texas,@,Ball State,W,0,0,0,1,craig-robertson-1
Daniel Sheffield,2009-09-03,1,Troy,@,Bowling Green State,L,0,0,0,1,daniel-sheffield-1
David Sims,2009-09-03,1,Iowa State,,North Dakota State,W,1,0,0,1,david-sims-1
Ira Smith,2009-09-03,1,North Texas,@,Ball State,W,0,0,0,1,ira-smith-1
James Smith,2009-09-03,1,Iowa State,,North Dakota State,W,0,0,0,1,james-smith-3
Adrien Spencer,2009-09-03,1,Bowling Green State,,Troy,W,1,64,1,2,adrien-spencer-1
R.J. Stanford,2009-09-03,1,Utah,,Utah State,W,0,0,0,1,rj-stanford-1
Aaron Tevis,2009-09-03,1,Boise State,,Oregon,W,1,11,0,1,aaron-tevis-1
Terrell Turner,2009-09-03,1,Oregon,@,Boise State,L,0,0,0,1,terrell-turner-2
T.J. Ward,2009-09-03,1,Oregon,@,Boise State,L,0,0,0,2,tj-ward-1
C.C. Whitlock,2009-09-03,1,South Carolina,@,North Carolina State,W,0,0,0,1,cc-whitlock-1
Roger Williams,2009-09-03,1,Bowling Green State,,Troy,W,1,13,0,1,roger-williams-3
Bryan Willis,2009-09-03,1,Troy,@,Bowling Green State,L,1,0,0,2,bryan-willis-1
Kaylon Woods,2009-09-03,1,Ball State,,North Texas,L,0,0,0,1,kaylon-woods-1
Mike Bryan,2009-09-04,1,Tulsa,@,Tulane,W,1,18,0,1,mike-bryan-1
Jeramy Bryant,2009-09-04,1,Hawaii,,Central Arkansas,W,0,0,0,1,jeramy-bryant-1
Lametrius Davis,2009-09-04,1,Hawaii,,Central Arkansas,W,0,0,0,1,lametrius-davis-1
John Destin,2009-09-04,1,Tulsa,@,Tulane,W,1,32,0,1,john-destin-1
James Lockett,2009-09-04,1,Tulsa,@,Tulane,W,0,0,0,1,james-lockett-1
Dexter McCoil,2009-09-04,1,Tulsa,@,Tulane,W,0,0,0,1,dexter-mccoil-1
Mana Silva,2009-09-04,1,Hawaii,,Central Arkansas,W,0,0,0,1,mana-silva-1
Kenny D. Sims,2009-09-04,1,Tulsa,@,Tulane,W,0,0,0,1,kenny-d-sims-1
Shakiel Smith,2009-09-04,1,Tulane,,Tulsa,L,0,0,0,1,shakiel-smith-1
Spencer Smith,2009-09-04,1,Hawaii,,Central Arkansas,W,0,0,0,1,spencer-smith-1
Blaze Soares,2009-09-04,1,Hawaii,,Central Arkansas,W,0,0,0,1,blaze-soares-1
Sam Acho,2009-09-05,1,Texas,,Louisiana-Monroe,W,0,0,0,2,sam-acho-1
P.J. Adeji-Paul,2009-09-05,1,Air Force,,Nicholls State,W,0,0,0,1,pj-adeji-paul-1
Victor Aiyewa,2009-09-05,1,Washington,,Louisiana State,L,0,0,0,2,victor-aiyewa-1
Raphael Akobundu,2009-09-05,1,Buffalo,@,Texas-El Paso,W,0,0,0,1,raphael-akobundu-1
Tyson Alualu,2009-09-05,1,California,,Maryland,W,0,0,0,1,tyson-alualu-1
Prince Amukamara,2009-09-05,1,Nebraska,,Florida Atlantic,W,1,0,0,1,prince-amukamara-1
Stephen Anderson,2009-09-05,1,Army,@,Eastern Michigan,W,0,0,0,1,stephen-anderson-1
Larry Asante,2009-09-05,1,Nebraska,,Florida Atlantic,W,0,0,0,2,larry-asante-1
C.J. Bailey,2009-09-05,1,Southern Mississippi,,Alcorn State,W,0,0,0,1,cj-bailey-1
Mikail Baker,2009-09-05,1,Baylor,@,Wake Forest,W,1,1,0,1,mikail-baker-1
Darin Baldwin,2009-09-05,1,Central Florida,,Samford,W,0,0,0,3,darin-baldwin-1
Shannon Ballard,2009-09-05,1,Ohio,,Connecticut,L,0,0,0,1,shannon-ballard-1
Chris Banjo,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,0,0,0,2,chris-banjo-1
Cornell Banks,2009-09-05,1,Fresno State,,California-Davis,W,0,0,0,1,cornell-banks-1
Daren Bates,2009-09-05,1,Auburn,,Louisiana Tech,W,1,0,0,1,daren-bates-1
Graham Bates,2009-09-05,1,Arkansas State,,Mississippi Valley State,W,0,0,0,1,graham-bates-1
Eric Berry,2009-09-05,1,Tennessee,,Western Kentucky,W,0,0,0,1,eric-berry-1
Robert Blanton,2009-09-05,1,Notre Dame,,Nevada,W,1,0,0,1,robert-blanton-1
