Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Al Afalava,2007-08-30,1,Oregon State,,Utah,W,0,0,0,3,al-afalava-1
Rhyan Anderson,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,0,0,0,1,rhyan-anderson-1
Jon Banks,2007-08-30,1,Iowa State,,Kent State,L,0,0,0,1,jon-banks-1
Josh Bean,2007-08-30,1,Boise State,,Weber State,W,0,0,0,1,josh-bean-1
Allen Bell,2007-08-30,1,Iowa State,,Kent State,L,0,0,0,1,allen-bell-1
Sean Bingham,2007-08-30,1,Boise State,,Weber State,W,0,0,0,2,sean-bingham-1
Martail Burnett,2007-08-30,1,Utah,@,Oregon State,L,0,0,0,1,martail-burnett-1
Tony Cade,2007-08-30,1,Nevada-Las Vegas,@,Utah State,W,0,0,0,1,tony-cade-1
Chris Chamberlain,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,0,0,1,chris-chamberlain-1
Jamar Chaney,2007-08-30,1,Mississippi State,,Louisiana State,L,0,0,0,1,jamar-chaney-1
Domonic Cook,2007-08-30,1,Buffalo,@,Rutgers,L,0,0,0,1,domonic-cook-1
Angelo Craig,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,0,0,0,1,angelo-craig-1
Ollice Ervin,2007-08-30,1,Buffalo,@,Rutgers,L,0,0,0,1,ollice-ervin-1
Keith Fitzhugh,2007-08-30,1,Mississippi State,,Louisiana State,L,0,0,0,1,keith-fitzhugh-1
Jerrid Gaines,2007-08-30,1,Miami (OH),@,Ball State,W,0,0,0,1,jerrid-gaines-1
Anthony Germany,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,0,0,1,anthony-germany-1
Deandre Gilmore,2007-08-30,1,Miami (OH),@,Ball State,W,0,0,0,1,deandre-gilmore-1
Gnat,2007-08-30,1,Louisville,,Murray State,W,0,0,0,1,gnat-1
Chris Hawkins,2007-08-30,1,Louisiana State,@,Mississippi State,W,0,0,0,1,chris-hawkins-1
Kendric Hawkins,2007-08-30,1,Buffalo,@,Rutgers,L,0,0,0,1,kendric-hawkins-1
Ali Highsmith,2007-08-30,1,Louisiana State,@,Mississippi State,W,0,0,0,1,ali-highsmith-1
B.J. Hill,2007-08-30,1,Ball State,,Miami (OH),L,1,0,0,2,bj-hill-2
Brandon Hughes,2007-08-30,1,Oregon State,,Utah,W,0,0,0,1,brandon-hughes-1
Chevis Jackson,2007-08-30,1,Louisiana State,@,Mississippi State,W,0,0,0,1,chevis-jackson-1
Fritz Jacques,2007-08-30,1,Kent State,@,Iowa State,W,1,0,0,2,fritz-jacques-1
Greg James,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,1,31,0,2,greg-james-1
Anthony Johnson,2007-08-30,1,Mississippi State,,Louisiana State,L,0,0,0,1,anthony-johnson-3
George Johnson,2007-08-30,1,Rutgers,,Buffalo,W,0,0,0,1,george-johnson-1
Jameson Konz,2007-08-30,1,Kent State,@,Iowa State,W,0,0,0,1,jameson-konz-1
Brian Lainhart,2007-08-30,1,Kent State,@,Iowa State,W,1,50,0,1,brian-lainhart-1
Trey Lewis,2007-08-30,1,Ball State,,Miami (OH),L,1,1,0,3,trey-lewis-1
Marcus McClure,2007-08-30,1,Ball State,,Miami (OH),L,0,0,0,1,marcus-mcclure-1
Danny McCray,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,0,1,danny-mccray-1
Keith McGowen,2007-08-30,1,Boise State,,Weber State,W,0,0,0,1,keith-mcgowen-1
Brandon McKinney,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,1,68,1,2,brandon-mckinney-1
Craig Mester,2007-08-30,1,Miami (OH),@,Ball State,W,0,0,0,1,craig-mester-1
Mike Mickens,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,2,45,1,2,mike-mickens-1
Derico Murray,2007-08-30,1,Kent State,@,Iowa State,W,0,0,0,1,derico-murray-1
Derrick Richardson,2007-08-30,1,New Mexico State,,Southeastern Louisiana,W,0,0,0,1,derrick-richardson-1
Roy Roberts,2007-08-30,1,Tulsa,@,Louisiana-Monroe,W,0,0,0,2,roy-roberts-1
Orlando Scandrick,2007-08-30,1,Boise State,,Weber State,W,0,0,0,1,orlando-scandrick-1
Quintez Secka,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,0,0,0,1,quintez-secka-1
Chris Singleton,2007-08-30,1,Iowa State,,Kent State,L,1,0,0,1,chris-singleton-1
Deangelo Smith,2007-08-30,1,Cincinnati,,Southeast Missouri State,W,0,0,0,1,deangelo-smith-1
James Smith,2007-08-30,1,Iowa State,,Kent State,L,1,15,0,1,james-smith-3
Sean Smith,2007-08-30,1,Utah,@,Oregon State,L,2,0,0,3,sean-smith-2
R.J. Stanford,2007-08-30,1,Utah,@,Oregon State,L,0,0,0,2,rj-stanford-1
Craig Steltz,2007-08-30,1,Louisiana State,@,Mississippi State,W,3,100,0,4,craig-steltz-1
Marty Tadman,2007-08-30,1,Boise State,,Weber State,W,0,0,0,2,marty-tadman-1
Antonio Taylor,2007-08-30,1,Utah State,,Nevada-Las Vegas,L,0,0,0,1,antonio-taylor-1
Curtis Taylor,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,22,0,1,curtis-taylor-1
Latarrius Thomas,2007-08-30,1,Louisville,,Murray State,W,0,0,0,1,latarrius-thomas-1
James Truxillo,2007-08-30,1,Louisiana-Monroe,,Tulsa,L,0,0,0,1,james-truxillo-1
Jonathan Zenon,2007-08-30,1,Louisiana State,@,Mississippi State,W,1,0,0,1,jonathan-zenon-1
Wilson Afoa,2007-08-31,1,Washington,@,Syracuse,W,0,0,0,1,wilson-afoa-1
Ketric Buffin,2007-08-31,1,Navy,@,Temple,W,1,29,0,1,ketric-buffin-1
Dominique Harris,2007-08-31,1,Temple,,Navy,L,0,0,0,1,dominique-harris-1
Elisha Joseph,2007-08-31,1,Temple,,Navy,L,0,0,0,1,elisha-joseph-1
Caesar Rayford,2007-08-31,1,Washington,@,Syracuse,W,0,0,0,1,caesar-rayford-1
Darius Terry,2007-08-31,1,Navy,@,Temple,W,0,0,0,1,darius-terry-2
Nate Williams,2007-08-31,1,Washington,@,Syracuse,W,0,0,0,1,nate-williams-2
Matt Wimsatt,2007-08-31,1,Navy,@,Temple,W,1,11,0,1,matt-wimsatt-1
Spencer Adkins,2007-09-01,1,Miami (FL),,Marshall,W,1,13,0,1,spencer-adkins-1
Nate Allen,2007-09-01,1,South Florida,,Elon,W,1,0,0,1,nate-allen-1
Jonathon Amaya,2007-09-01,1,Nevada,@,Nebraska,L,1,80,1,1,jonathon-amaya-1
Braxton Amy,2007-09-01,1,Texas-El Paso,,New Mexico,W,0,0,0,1,braxton-amy-1
Brandon Anderson,2007-09-01,1,Akron,,Army,W,0,0,0,1,brandon-anderson-1
Paul Anderson,2007-09-01,1,Boston College,,Wake Forest,W,0,0,0,1,paul-anderson-1
Uche Anyanwu,2007-09-01,1,Nevada,@,Nebraska,L,0,0,0,1,uche-anyanwu-1
Antonio Appleby,2007-09-01,1,Virginia,@,Wyoming,L,0,0,0,1,antonio-appleby-1
Larry Asante,2007-09-01,1,Nebraska,,Nevada,W,0,0,0,1,larry-asante-1
Walter Atkins,2007-09-01,1,Toledo,,Purdue,L,0,0,0,1,walter-atkins-1
Adrian Aye-Darko,2007-09-01,1,Duke,,Connecticut,L,0,0,0,2,adrian-aye-darko-1
Robert Ayers,2007-09-01,1,Tennessee,@,California,L,0,0,0,1,robert-ayers-1
Ryan Baker,2007-09-01,1,Purdue,@,Toledo,W,0,0,0,1,ryan-baker-1
Darin Baldwin,2007-09-01,1,Central Florida,@,North Carolina State,W,0,0,0,1,darin-baldwin-1
Dominique Barber,2007-09-01,1,Minnesota,,Bowling Green State,L,0,0,0,1,dominique-barber-1
Kevin Barnes,2007-09-01,1,Maryland,,Villanova,W,1,28,0,1,kevin-barnes-1
Freddie Barnett,2007-09-01,1,Memphis,,Mississippi,L,0,0,0,1,freddie-barnett-1
Kris Bartels,2007-09-01,1,Florida Atlantic,,Middle Tennessee State,W,0,0,0,1,kris-bartels-1
Cody Basler,2007-09-01,1,Bowling Green State,@,Minnesota,W,0,0,0,1,cody-basler-1
Deon Beasley,2007-09-01,1,Texas,,Arkansas State,W,0,0,0,1,deon-beasley-1
Josh Bell,2007-09-01,1,Baylor,@,Texas Christian,L,0,0,0,2,josh-bell-1
Pierre Bell,2007-09-01,1,East Carolina,@,Virginia Tech,L,1,0,0,1,pierre-bell-1
Michael Bennett,2007-09-01,1,Texas A&M,,Montana State,W,0,0,0,2,michael-bennett-3
Ted Bentler,2007-09-01,1,Army,@,Akron,L,0,0,0,1,ted-bentler-2
Scooter Berry,2007-09-01,1,West Virginia,,Western Michigan,W,0,0,0,1,scooter-berry-1
Jonathan Betencourt,2007-09-01,1,Florida International,@,Penn State,L,0,0,0,1,jonathan-betencourt-1
Carson Bird,2007-09-01,1,Air Force,,South Carolina State,W,1,4,0,1,carson-bird-1
Tray Blackmon,2007-09-01,1,Auburn,,Kansas State,W,1,49,0,2,tray-blackmon-1
Gerren Blount,2007-09-01,1,Louisiana,@,South Carolina,L,0,0,0,1,gerren-blount-1
Tyvon Branch,2007-09-01,1,Connecticut,@,Duke,W,0,0,0,1,tyvon-branch-1
Tim Brazzel,2007-09-01,1,Central Michigan,@,Kansas,L,0,0,0,2,tim-brazzel-1
Eric Brock,2007-09-01,1,Auburn,,Kansas State,W,0,0,0,1,eric-brock-1
Arkeith Brown,2007-09-01,1,Texas A&M,,Montana State,W,0,0,0,1,arkeith-brown-1
Cornelius Brown,2007-09-01,1,Texas-El Paso,,New Mexico,W,0,0,0,2,cornelius-brown-2
Cornelius Brown,2007-09-01,1,Missouri,N,Illinois,W,1,0,0,1,cornelius-brown-1
Jada Brown,2007-09-01,1,Memphis,,Mississippi,L,0,0,0,1,jada-brown-1
Jerry Brown,2007-09-01,1,Illinois,N,Missouri,L,0,0,0,1,jerry-brown-4
Trey Brown,2007-09-01,1,UCLA,@,Stanford,W,0,0,0,4,trey-brown-1
Weldon Brown,2007-09-01,1,Louisiana Tech,,Central Arkansas,W,1,0,0,2,weldon-brown-1
Marcus Broxie,2007-09-01,1,West Virginia,,Western Michigan,W,0,0,0,1,marcus-broxie-1
Joe Burnett,2007-09-01,1,Central Florida,@,North Carolina State,W,1,5,0,2,joe-burnett-1
Kendric Burney,2007-09-01,1,North Carolina,,James Madison,W,0,0,0,1,kendric-burney-1
Khayyam Burns,2007-09-01,1,Arkansas State,@,Texas,L,0,0,0,1,khayyam-burns-1
Denzel Burrell,2007-09-01,1,Virginia,@,Wyoming,L,0,0,0,1,denzel-burrell-1
Darius Butler,2007-09-01,1,Connecticut,@,Duke,W,1,36,1,1,darius-butler-1
Jairus Byrd,2007-09-01,1,Oregon,,Houston,W,1,0,0,1,jairus-byrd-1
Calais Campbell,2007-09-01,1,Miami (FL),,Marshall,W,1,1,0,2,calais-campbell-1
Fred Campbell,2007-09-01,1,Stanford,,UCLA,L,0,0,0,1,fred-campbell-1
Danny Carmichael,2007-09-01,1,Middle Tennessee State,@,Florida Atlantic,L,0,0,0,1,danny-carmichael-1
