Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2010-09-02, Southern Miss, 67, 27, 337, 57, 38, 8, 60, 1, 1, 6, 19, 10, 2, 0, 1868, 13, South Carolina, 224, 35, 225, 30, 20, 5, 30, 0, 1, 11, 10, 4, 0, 0, 1732, 41
2010-09-02, SE Louisiana, 64, 28, 202, 35, 17, 6, 54, 3, 1, 5, 14, 4, 0, 0, 1450, 21, Tulane, 123, 41, 129, 26, 17, 9, 79, 1, 1, 6, 16, 6, 1, 1, 2150, 27
2010-09-02, Florida A&M, 52, 39, 58, 11, 5, 5, 35, 0, 1, 5, 14, 4, 0, 0, 2123, 0, Miami (FL), 155, 36, 250, 26, 19, 7, 45, 0, 1, 11, 10, 5, 2, 1, 1477, 45
2010-09-02, Murray State, -65, 22, 258, 47, 30, 8, 71, 1, 0, 0, 18, 3, 2, 1, 1598, 10, Kent State, 137, 39, 275, 35, 24, 7, 60, 1, 1, 8, 16, 6, 3, 3, 2002, 41
2010-09-02, Hampton, 49, 34, 80, 34, 12, 12, 74, 1, 1, 8, 20, 8, 1, 0, 1613, 0, Cent Michigan, 168, 42, 259, 36, 22, 5, 45, 0, 0, 11, 15, 5, 2, 1, 1987, 33
2010-09-02, Norfolk State, 25, 24, 131, 24, 11, 7, 85, 1, 0, 0, 12, 0, 1, 0, 1339, 0, Rutgers, 268, 50, 154, 21, 11, 8, 62, 0, 0, 12, 15, 6, 1, 0, 2261, 31
2010-09-02, FAU, 93, 28, 254, 24, 14, 3, 15, 0, 1, 5, 12, 3, 0, 0, 1543, 32, UAB, 345, 47, 79, 19, 9, 4, 39, 0, 1, 12, 13, 2, 1, 1, 2057, 31
2010-09-02, Pitt, 82, 36, 184, 28, 16, 12, 75, 1, 1, 6, 14, 5, 1, 1, 2046, 24, Utah, 122, 27, 283, 36, 21, 11, 99, 2, 1, 7, 14, 7, 0, 0, 1554, 27
2010-09-02, Marshall, 44, 21, 155, 35, 18, 8, 60, 2, 1, 3, 14, 4, 0, 0, 1511, 7, OSU, 280, 41, 249, 27, 18, 7, 47, 0, 0, 12, 12, 4, 1, 1, 2089, 45
2010-09-02, URI, 62, 34, 145, 42, 18, 8, 75, 1, 1, 5, 21, 7, 2, 0, 1978, 0, Buffalo, 91, 28, 332, 42, 25, 4, 20, 1, 1, 7, 14, 5, 0, 0, 1622, 31
2010-09-02, Minnesota, 281, 67, 150, 17, 10, 4, 29, 0, 0, 18, 16, 8, 2, 2, 2734, 24, Mid Tennessee, 146, 22, 172, 18, 13, 4, 27, 1, 1, 5, 8, 1, 0, 0, 866, 17
2010-09-02, SE Missouri St, 125, 29, 112, 18, 12, 6, 35, 3, 0, 7, 10, 5, 0, 0, 1301, 10, Ball State, 243, 55, 85, 17, 10, 7, 47, 0, 1, 18, 15, 7, 2, 2, 2299, 27
2010-09-02, E Washington, 162, 28, 270, 40, 21, 4, 35, 1, 1, 8, 14, 6, 1, 0, 1549, 24, Nevada, 214, 44, 339, 38, 27, 9, 90, 1, 0, 10, 15, 8, 3, 3, 2051, 49
2010-09-02, North Dakota, 148, 33, 122, 35, 19, 6, 62, 3, 2, 7, 13, 3, 2, 1, 1725, 0, Idaho, 148, 28, 399, 46, 28, 12, 110, 0, 1, 8, 12, 5, 0, 0, 1875, 45
2010-09-02, USC, 246, 35, 278, 27, 20, 11, 100, 1, 0, 13, 12, 9, 0, 0, 1673, 49, Hawaii, 129, 29, 459, 49, 27, 5, 42, 0, 0, 10, 15, 8, 1, 0, 1927, 36
2010-09-02, Towson, 227, 42, 165, 35, 16, 4, 40, 0, 3, 11, 16, 4, 5, 2, 2199, 17, Indiana, 155, 26, 205, 30, 18, 4, 35, 0, 0, 6, 10, 2, 0, 0, 1401, 51
2010-09-02, Presbyterian, 70, 34, 292, 42, 24, 7, 65, 0, 1, 4, 19, 5, 3, 1, 1931, 13, Wake Forest, 415, 50, 94, 24, 10, 6, 65, 1, 0, 18, 17, 9, 0, 0, 1669, 53
2010-09-02, N Illinois, 156, 36, 93, 29, 14, 4, 51, 0, 3, 11, 13, 3, 2, 2, 1695, 10, Iowa State, 138, 37, 265, 36, 27, 5, 60, 1, 2, 8, 13, 6, 2, 2, 1905, 27
2010-09-03, Villanova, 139, 32, 172, 28, 20, 5, 43, 1, 1, 8, 11, 5, 0, 0, 1773, 24, Temple, 122, 37, 200, 27, 16, 5, 45, 1, 0, 7, 14, 6, 0, 0, 1827, 31
2010-09-03, Arizona, 105, 25, 413, 44, 37, 8, 48, 0, 1, 4, 11, 8, 0, 0, 2027, 41, Toledo, 80, 28, 103, 23, 14, 6, 40, 1, 1, 4, 14, 5, 1, 0, 1573, 2
2010-09-04, San Jose State, 89, 29, 86, 19, 8, 5, 35, 0, 1, 3, 13, 1, 1, 1, 1758, 3, Alabama, 257, 41, 334, 30, 22, 4, 40, 1, 0, 16, 11, 7, 0, 0, 1842, 48
2010-09-04, Texas State, 180, 57, 165, 31, 15, 3, 25, 1, 3, 13, 20, 11, 3, 2, 2581, 28, Houston, 151, 22, 346, 33, 25, 4, 35, 0, 2, 6, 8, 5, 0, 0, 1019, 68
2010-09-04, LSU, 162, 36, 151, 21, 15, 8, 65, 4, 1, 5, 13, 5, 0, 0, 1525, 30, UNC, 24, 33, 412, 46, 28, 7, 43, 3, 0, 5, 17, 4, 2, 1, 2075, 24
2010-09-04, AR-Pine Bluff, 76, 26, 202, 33, 20, 6, 50, 0, 2, 4, 13, 5, 1, 1, 1665, 10, UTEP, 234, 40, 229, 28, 17, 4, 42, 1, 1, 12, 13, 8, 2, 1, 1935, 31
2010-09-04, Southern Utah, 191, 42, 193, 37, 22, 11, 73, 0, 0, 11, 16, 7, 1, 0, 2083, 20, Wyoming, 36, 25, 319, 32, 26, 5, 51, 1, 1, 4, 10, 4, 1, 1, 1517, 28
2010-09-04, Utah State, 80, 38, 341, 37, 17, 6, 48, 1, 3, 6, 19, 7, 0, 0, 1724, 24, Oklahoma, 205, 45, 217, 36, 17, 7, 70, 0, 2, 9, 17, 5, 2, 2, 1876, 31
2010-09-04, Arkansas State, 43, 35, 323, 49, 33, 5, 28, 0, 0, 4, 18, 5, 3, 1, 2063, 26, Auburn, 367, 49, 241, 16, 11, 7, 60, 2, 0, 16, 10, 5, 0, 0, 1537, 52
2010-09-04, Purdue, 102, 32, 220, 42, 31, 5, 33, 0, 2, 8, 17, 5, 4, 2, 2105, 12, Notre Dame, 153, 36, 205, 26, 19, 2, 15, 1, 0, 10, 12, 6, 0, 0, 1495, 23
2010-09-04, Memphis, 41, 21, 196, 32, 20, 8, 88, 0, 2, 3, 15, 2, 0, 0, 1724, 7, Miss St, 197, 41, 372, 25, 20, 3, 30, 0, 1, 9, 10, 5, 0, 0, 1876, 49
2010-09-04, SF Austin, 31, 17, 235, 45, 26, 11, 80, 1, 1, 3, 15, 3, 3, 1, 1358, 7, Texas A&M, 192, 55, 347, 44, 31, 3, 12, 0, 0, 14, 19, 12, 1, 0, 2242, 48
2010-09-04, Nicholls State, 88, 37, 83, 26, 12, 8, 62, 1, 0, 5, 15, 3, 1, 0, 1975, 0, San Diego State, 218, 34, 313, 27, 18, 5, 54, 1, 0, 10, 10, 6, 0, 0, 1625, 47
2010-09-04, Washington St, 112, 41, 212, 30, 14, 4, 40, 2, 0, 6, 18, 5, 2, 0, 1839, 17, Oklahoma State, 291, 44, 253, 37, 27, 4, 40, 0, 0, 14, 14, 4, 1, 1, 1761, 65
2010-09-04, Cincinnati, 15, 32, 219, 41, 24, 5, 34, 1, 0, 5, 19, 9, 1, 0, 1850, 14, Fresno State, 49, 30, 247, 24, 18, 5, 35, 0, 1, 3, 13, 3, 1, 1, 1750, 28
2010-09-04, Colorado, 115, 35, 192, 25, 17, 10, 104, 0, 1, 7, 13, 5, 0, 0, 1958, 24, Colorado State, 49, 25, 196, 33, 24, 2, 35, 0, 3, 3, 12, 1, 2, 0, 1642, 3
2010-09-04, Northwestern, 143, 46, 222, 21, 19, 5, 40, 1, 0, 10, 13, 4, 0, 0, 1854, 23, Vanderbilt, 192, 38, 240, 33, 19, 9, 91, 0, 1, 11, 13, 4, 1, 1, 1746, 21
2010-09-04, UConn, 138, 30, 205, 38, 18, 2, 10, 1, 0, 7, 15, 4, 6, 3, 1388, 10, Michigan, 287, 61, 186, 22, 19, 1, 13, 0, 0, 19, 19, 14, 2, 1, 2212, 30
2010-09-04, North Texas, 193, 49, 269, 34, 22, 7, 70, 0, 2, 13, 22, 11, 1, 1, 2512, 10, Clemson, 246, 25, 177, 21, 10, 5, 48, 0, 1, 10, 9, 2, 0, 0, 1088, 35
2010-09-04, Sacramento St, 44, 30, 113, 27, 15, 11, 75, 1, 0, 5, 15, 5, 2, 1, 1719, 17, Stanford, 213, 38, 316, 24, 17, 7, 58, 2, 0, 10, 9, 4, 1, 1, 1881, 52
2010-09-04, Kentucky, 230, 37, 236, 27, 18, 11, 90, 0, 0, 9, 13, 6, 1, 1, 1826, 23, Louisville, 190, 32, 127, 29, 14, 4, 30, 1, 1, 8, 15, 4, 1, 1, 1774, 16
2010-09-04, LA Tech, 140, 38, 196, 31, 23, 9, 70, 1, 0, 8, 13, 4, 1, 0, 1657, 20, Grambling St, 102, 37, 158, 25, 15, 8, 52, 0, 2, 6, 14, 4, 0, 0, 1943, 6
2010-09-04, Wofford, 220, 51, 0, 4, 0, 4, 28, 3, 0, 10, 12, 2, 6, 4, 1605, 10, Ohio, 230, 47, 101, 17, 8, 6, 60, 1, 1, 13, 13, 6, 1, 1, 1995, 33
2010-09-04, Richmond, 144, 30, 189, 33, 19, 9, 40, 0, 1, 3, 15, 5, 2, 0, 1882, 13, UVA, 205, 35, 283, 35, 24, 5, 57, 1, 0, 10, 14, 7, 0, 0, 1718, 34
2010-09-04, Texas, 197, 46, 172, 24, 14, 4, 30, 1, 0, 11, 14, 7, 1, 0, 1856, 34, Rice, 88, 42, 131, 18, 12, 4, 40, 1, 1, 8, 14, 4, 0, 0, 1744, 17
2010-09-04, Oregon State, 73, 25, 182, 26, 10, 4, 30, 0, 0, 4, 11, 4, 1, 1, 1237, 21, TCU, 278, 54, 175, 27, 17, 6, 45, 0, 2, 22, 17, 11, 0, 0, 2363, 30
2010-09-04, Army, 309, 55, 65, 11, 5, 7, 70, 1, 0, 17, 14, 9, 0, 0, 1889, 31, E Michigan, 285, 51, 31, 9, 4, 0, 0, 2, 1, 16, 11, 6, 3, 2, 1711, 27
2010-09-04, Youngstown St, 75, 34, 189, 25, 21, 8, 65, 0, 0, 8, 12, 2, 3, 2, 1890, 14, Penn State, 132, 29, 239, 29, 20, 3, 20, 0, 1, 8, 11, 7, 0, 0, 1710, 44
2010-09-04, Portland State, 54, 29, 209, 37, 18, 11, 73, 0, 3, 4, 16, 5, 1, 0, 2111, 9, Arizona State, 242, 35, 311, 31, 20, 11, 93, 0, 1, 9, 8, 4, 1, 0, 1489, 54
2010-09-04, UCLA, 193, 37, 120, 26, 9, 8, 55, 1, 2, 10, 13, 3, 1, 1, 1444, 22, Kansas State, 313, 54, 64, 17, 12, 6, 52, 2, 0, 13, 16, 8, 1, 1, 2156, 31
2010-09-04, W Michigan, 85, 32, 238, 53, 30, 5, 25, 2, 1, 5, 23, 8, 4, 2, 2035, 14, Michigan State, 297, 37, 186, 22, 13, 11, 69, 2, 0, 10, 11, 3, 0, 0, 1565, 38
2010-09-04, Elon, 125, 21, 281, 42, 22, 8, 69, 0, 2, 7, 13, 6, 1, 1, 1435, 27, Duke, 192, 45, 350, 39, 31, 5, 63, 0, 0, 8, 14, 9, 1, 0, 2165, 41
2010-09-04, Stony Brook, 142, 37, 112, 21, 9, 7, 42, 0, 4, 7, 11, 2, 0, 0, 1841, 14, USF, 180, 32, 383, 36, 24, 7, 50, 2, 0, 10, 8, 2, 3, 1, 1759, 59
2010-09-04, North Dakota St, 73, 32, 95, 22, 12, 13, 105, 0, 1, 6, 13, 2, 0, 0, 1865, 6, Kansas, 96, 32, 197, 33, 19, 8, 70, 2, 1, 5, 15, 4, 1, 0, 1735, 3
2010-09-04, W Kentucky, 179, 40, 120, 22, 12, 7, 51, 1, 1, 5, 15, 4, 0, 0, 2000, 10, Nebraska, 289, 33, 247, 25, 17, 6, 75, 2, 0, 12, 9, 5, 0, 0, 1600, 49
2010-09-04, Bowling Green, 108, 25, 221, 43, 22, 13, 80, 1, 1, 5, 16, 7, 0, 0, 1791, 27, Troy, 211, 44, 264, 40, 27, 13, 129, 0, 2, 12, 14, 5, 1, 1, 1809, 30
2010-09-04, Sam Houston, 88, 39, 107, 27, 13, 8, 77, 1, 0, 5, 17, 2, 3, 2, 2134, 3, Baylor, 200, 25, 263, 42, 21, 10, 103, 1, 0, 11, 14, 5, 2, 1, 1466, 34
2010-09-04, UT Martin, 56, 29, 86, 26, 11, 11, 83, 0, 2, 1, 17, 2, 1, 0, 1599, 0, Tennessee, 332, 43, 205, 30, 17, 5, 25, 1, 1, 12, 15, 5, 2, 0, 2001, 50
2010-09-04, Northwestern St, 62, 32, 249, 37, 22, 8, 85, 0, 1, 3, 18, 8, 0, 0, 1920, 21, Air Force, 437, 61, 179, 12, 7, 6, 50, 1, 0, 22, 11, 6, 1, 1, 1680, 65
2010-09-04, Miami (OH), 4, 22, 208, 46, 26, 9, 51, 0, 4, 3, 16, 4, 2, 1, 2084, 12, Florida, 99, 31, 113, 25, 17, 6, 51, 3, 0, 4, 12, 3, 5, 3, 1516, 34
2010-09-04, Illinois, 200, 41, 81, 23, 9, 7, 44, 1, 3, 9, 12, 5, 1, 0, 1799, 13, Missouri, 98, 29, 281, 48, 34, 7, 80, 1, 0, 8, 18, 9, 0, 0, 1801, 23
2010-09-04, New Mexico, 25, 32, 82, 29, 13, 3, 25, 3, 2, 3, 13, 3, 4, 0, 1640, 0, Oregon, 369, 58, 351, 37, 23, 7, 70, 0, 1, 19, 19, 13, 2, 1, 1960, 72
2010-09-04, Syracuse, 202, 45, 229, 27, 17, 5, 43, 2, 1, 8, 19, 10, 0, 0, 2005, 29, Akron, 55, 24, 111, 35, 12, 10, 82, 0, 0, 2, 17, 4, 1, 0, 1540, 3
2010-09-04, Coastal Carolina, 63, 33, 123, 27, 14, 6, 40, 1, 1, 4, 14, 2, 2, 1, 1664, 0, West Virginia, 184, 39, 216, 32, 23, 3, 25, 2, 1, 9, 17, 9, 1, 1, 1929, 31
2010-09-04, Wisconsin, 278, 50, 197, 20, 15, 5, 35, 1, 1, 14, 13, 6, 0, 0, 2299, 41, UNLV, 112, 27, 105, 26, 10, 4, 30, 1, 0, 6, 14, 4, 0, 0, 1301, 21
2010-09-04, Jacksonville St, 103, 33, 252, 36, 22, 7, 35, 0, 0, 5, 17, 8, 2, 2, 1776, 49, Ole Miss, 237, 52, 242, 20, 13, 0, 0, 2, 1, 13, 12, 5, 2, 1, 1824, 48
