Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2016-08-27, Hawaii, 248, 38, 234, 34, 17, 6, 52, 2, 1, 26, 14, 8, 1, 1, 1747, 31, Cal, 189, 35, 441, 54, 38, 6, 80, 0, 0, 31, 17, 8, 2, 2, 1853, 51
2016-09-01, Appalachian St, 184, 43, 108, 23, 15, 5, 36, 0, 1, 17, 13, 3, 2, 1, 2009, 13, Tennessee, 127, 43, 192, 29, 16, 6, 55, 1, 1, 19, 16, 7, 0, 0, 1591, 20
2016-09-01, Indiana, 246, 52, 240, 28, 18, 9, 74, 1, 0, 26, 15, 6, 2, 1, 2000, 34, FIU, 63, 21, 268, 47, 24, 6, 36, 0, 3, 16, 14, 4, 2, 1, 1600, 13
2016-09-01, Tulane, 146, 47, 134, 23, 12, 4, 30, 1, 0, 14, 20, 8, 4, 1, 2096, 3, Wake Forest, 79, 34, 96, 21, 12, 5, 45, 0, 0, 10, 15, 7, 0, 0, 1504, 7
2016-09-01, Maine, 40, 19, 269, 33, 19, 4, 46, 0, 0, 16, 11, 4, 0, 0, 1424, 21, UConn, 200, 50, 162, 23, 16, 3, 30, 1, 0, 23, 15, 8, 1, 1, 2176, 24
2016-09-01, UT Martin, 177, 49, 146, 26, 12, 8, 67, 1, 2, 20, 16, 9, 1, 0, 2226, 7, Cincinnati, 140, 34, 260, 34, 21, 5, 60, 2, 1, 22, 13, 5, 2, 2, 1374, 28
2016-09-01, Charlotte, 48, 31, 160, 32, 18, 13, 118, 1, 0, 12, 13, 0, 2, 1, 1806, 14, Louisville, 272, 35, 391, 35, 26, 10, 49, 2, 1, 37, 7, 4, 0, 0, 1794, 70
2016-09-01, Presbyterian, 44, 33, 82, 22, 10, 6, 60, 1, 2, 6, 14, 1, 0, 0, 1675, 3, Cent Michigan, 255, 38, 237, 27, 16, 7, 56, 0, 2, 23, 9, 3, 0, 0, 1925, 49
2016-09-01, William & Mary, 62, 28, 106, 19, 10, 8, 70, 0, 2, 10, 8, 1, 0, 0, 1487, 14, North Carolina St, 259, 57, 262, 30, 23, 7, 80, 0, 1, 28, 16, 10, 2, 1, 2113, 48
2016-09-02, Weber State, 108, 41, 137, 27, 15, 2, 15, 0, 1, 16, 19, 8, 0, 0, 2090, 6, Utah State, 428, 44, 100, 17, 11, 4, 30, 0, 0, 23, 12, 9, 0, 0, 1510, 45
2016-09-02, Montana State, 110, 38, 195, 36, 20, 4, 30, 0, 1, 19, 17, 5, 3, 2, 2174, 17, Idaho, 229, 36, 128, 22, 8, 5, 40, 1, 1, 15, 11, 2, 2, 0, 1426, 20
2016-09-02, Mississippi Valley State, 23, 32, 146, 38, 19, 11, 66, 2, 0, 17, 13, 4, 1, 0, 1896, 14, E Michigan, 281, 44, 198, 24, 17, 6, 68, 0, 1, 24, 11, 5, 1, 1, 1704, 61
2016-09-02, South Carolina, 121, 32, 187, 30, 16, 7, 51, 2, 0, 14, 16, 6, 0, 0, 1605, 13, Vanderbilt, 169, 42, 73, 23, 8, 5, 33, 0, 0, 14, 15, 4, 1, 0, 1995, 10
2016-09-02, Ball State, 325, 52, 130, 29, 15, 5, 39, 0, 2, 22, 18, 7, 3, 2, 2156, 31, Georgia State, 77, 25, 195, 40, 25, 6, 52, 1, 1, 19, 15, 7, 1, 0, 1444, 21
2016-09-02, Albany (N.Y.), 125, 33, 113, 21, 14, 9, 79, 0, 0, 12, 11, 1, 0, 0, 1628, 22, Buffalo, 226, 48, 177, 34, 17, 9, 83, 1, 3, 23, 17, 5, 2, 1, 1972, 16
2016-09-02, Northwestern St, 47, 40, 31, 19, 5, 7, 37, 0, 0, 9, 15, 1, 1, 1, 1905, 7, Baylor, 275, 43, 223, 29, 19, 12, 93, 1, 0, 23, 15, 7, 1, 1, 1695, 55
