Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,XP Made,XP Att,XP %,FG Made,FG Att,FG %,2PM,Sfty,TD,Pts,unique_id
Doug Brien,K,33.300,2004-09-19,NFL,NYJ,@,SDG,W 34-28,2,2,Sun,4,4,100.0,2,2,100.0,,,0,10,briendou01
Josh Brown,K,25.143,2004-09-19,NFL,SEA,@,TAM,W 10-6,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,brownjos01
Kris Brown,K,27.271,2004-09-19,NFL,HOU,@,DET,L 16-28,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,brownkri01
John Carney,K,40.152,2004-09-19,NFL,NOR,,SFO,W 30-27,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,carnejoh01
Steve Christie,K,36.311,2004-09-19,NFL,NYG,,WAS,W 20-14,2,2,Sun,2,2,100.0,2,4,50.0,,,0,8,chrisste01
Billy Cundiff,K,24.173,2004-09-19,NFL,DAL,,CLE,W 19-12,2,2,Sun,2,2,100.0,1,2,50.0,,,0,5,cundibil01
Paul Edinger,K,26.246,2004-09-19,NFL,CHI,@,GNB,W 21-10,2,2,Sun,3,3,100.0,,1,0.0,,,0,3,edingpau01
Jay Feely,K,28.119,2004-09-19,NFL,ATL,,STL,W 34-17,2,2,Sun,4,4,100.0,2,2,100.0,,,0,10,feelyjay01
Shayne Graham,K,26.285,2004-09-19,NFL,CIN,,MIA,W 16-13,2,2,Sun,1,1,100.0,3,4,75.0,,,0,10,grahasha01
John Hall,K,30.186,2004-09-19,NFL,WAS,@,NYG,L 14-20,2,2,Sun,2,2,100.0,,1,0.0,,,0,2,hallxjoh01
Jason Hanson,K,34.094,2004-09-19,NFL,DET,,HOU,W 28-16,2,2,Sun,4,4,100.0,,1,0.0,,,0,4,hansojas01
Sebastian Janikowski,K,26.201,2004-09-19,NFL,OAK,,BUF,W 13-10,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,janikseb01
Nate Kaeding,K,22.177,2004-09-19,NFL,SDG,,NYJ,L 28-34,2,2,Sun,4,4,100.0,,,,,,0,4,kaedinat01
John Kasay,K,34.328,2004-09-19,NFL,CAR,@,KAN,W 28-17,2,2,Sun,4,4,100.0,,,,,,0,4,kasayjoh01
Rian Lindell,K,27.243,2004-09-19,NFL,BUF,@,OAK,L 10-13,2,2,Sun,1,1,100.0,1,1,100.0,,,0,4,linderia01
Ryan Longwell,K,30.034,2004-09-19,NFL,GNB,,CHI,L 10-21,2,2,Sun,1,1,100.0,1,2,50.0,,,0,4,longwrya01
Olindo Mare,K,31.105,2004-09-19,NFL,MIA,@,CIN,L 13-16,2,2,Sun,1,1,100.0,2,2,100.0,,,0,7,marexoli01
Todd Peterson,K,34.228,2004-09-19,NFL,SFO,@,NOR,L 27-30,2,2,Sun,3,3,100.0,2,2,100.0,,,0,9,petertod01
Jeff Reed,K,25.163,2004-09-19,NFL,PIT,@,BAL,L 13-30,2,2,Sun,1,1,100.0,,1,0.0,,,0,1,reedxjef01
Josh Scobee,K,22.088,2004-09-19,NFL,JAX,,DEN,W 7-6,2,2,Sun,1,1,100.0,,,,,,0,1,scobejos01
Matt Stover,K,36.236,2004-09-19,NFL,BAL,,PIT,W 30-13,2,2,Sun,3,3,100.0,3,3,100.0,,,0,12,stovemat01
Lawrence Tynes,K,26.139,2004-09-19,NFL,KAN,,CAR,L 17-28,2,2,Sun,2,2,100.0,1,2,50.0,,,0,5,tyneslaw01
Mike Vanderjagt,K,34.179,2004-09-19,NFL,IND,@,TEN,W 31-17,2,2,Sun,4,4,100.0,1,1,100.0,,,0,7,vandemik01
Adam Vinatieri,K,31.266,2004-09-19,NFL,NWE,@,ARI,W 23-12,2,2,Sun,2,2,100.0,3,3,100.0,,,0,11,vinatada01
Jeff Wilkins,K,32.153,2004-09-19,NFL,STL,@,ATL,L 17-34,2,2,Sun,2,2,100.0,1,1,100.0,,,0,5,wilkijef01
David Akers,K,29.286,2004-09-20,NFL,PHI,,MIN,W 27-16,2,2,Mon,3,3,100.0,2,2,100.0,,,0,9,akersdav01
Morten Andersen*,K,44.032,2004-09-20,NFL,MIN,@,PHI,L 16-27,2,2,Mon,1,1,100.0,3,4,75.0,,,0,10,andermor01
David Akers,K,29.292,2004-09-26,NFL,PHI,@,DET,W 30-13,3,3,Sun,3,3,100.0,3,3,100.0,,,0,12,akersdav01
Morten Andersen*,K,44.038,2004-09-26,NFL,MIN,,CHI,W 27-22,3,3,Sun,3,3,100.0,2,3,66.7,,,0,9,andermor01
Josh Brown,K,25.150,2004-09-26,NFL,SEA,,SFO,W 34-0,3,3,Sun,4,4,100.0,2,2,100.0,,,0,10,brownjos01
Kris Brown,K,27.278,2004-09-26,NFL,HOU,@,KAN,W 24-21,3,3,Sun,1,1,100.0,3,3,100.0,,,0,10,brownkri01
John Carney,K,40.159,2004-09-26,NFL,NOR,@,STL,W 28-25,3,3,Sun,1,1,100.0,5,6,83.3,,,0,16,carnejoh01
Steve Christie,PK,36.318,2004-09-26,NFL,NYG,,CLE,W 27-10,3,3,Sun,3,3,100.0,2,2,100.0,,,0,9,chrisste01
Phil Dawson,PK,29.247,2004-09-26,NFL,CLE,@,NYG,L 10-27,3,3,Sun,1,1,100.0,1,1,100.0,,,0,4,dawsophi01
Paul Edinger,K,26.253,2004-09-26,NFL,CHI,@,MIN,L 22-27,3,3,Sun,1,1,100.0,3,4,75.0,,,0,10,edingpau01
Jason Elam,K,34.202,2004-09-26,NFL,DEN,,SDG,W 23-13,3,3,Sun,2,2,100.0,3,3,100.0,,,0,11,elamxjas01
Jason Hanson,K,34.101,2004-09-26,NFL,DET,,PHI,L 13-30,3,3,Sun,1,1,100.0,,,,,,0,1,hansojas01
Sebastian Janikowski,K,26.208,2004-09-26,NFL,OAK,,TAM,W 30-20,3,3,Sun,3,3,100.0,3,4,75.0,,,0,12,janikseb01
Nate Kaeding,K,22.184,2004-09-26,NFL,SDG,@,DEN,L 13-23,3,3,Sun,1,1,100.0,2,2,100.0,,,0,7,kaedinat01
Ryan Longwell,K,30.041,2004-09-26,NFL,GNB,@,IND,L 31-45,3,3,Sun,4,4,100.0,1,2,50.0,,,0,7,longwrya01
Jeff Reed,K,25.170,2004-09-26,NFL,PIT,@,MIA,W 13-3,3,3,Sun,1,1,100.0,2,4,50.0,,,0,7,reedxjef01
Josh Scobee,K,22.095,2004-09-26,NFL,JAX,@,TEN,W 15-12,3,3,Sun,1,1,100.0,,,,,,0,1,scobejos01
Matt Stover,K,36.243,2004-09-26,NFL,BAL,@,CIN,W 23-9,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,stovemat01
Lawrence Tynes,K,26.146,2004-09-26,NFL,KAN,,HOU,L 21-24,3,3,Sun,3,3,100.0,,,,,,0,3,tyneslaw01
Mike Vanderjagt,K,34.186,2004-09-26,NFL,IND,,GNB,W 45-31,3,3,Sun,6,6,100.0,1,1,100.0,,,0,9,vandemik01
Jeff Wilkins,K,32.160,2004-09-26,NFL,STL,,NOR,L 25-28,3,3,Sun,2,2,100.0,1,1,100.0,,,0,5,wilkijef01
Billy Cundiff,K,24.181,2004-09-27,NFL,DAL,@,WAS,W 21-18,3,3,Mon,3,3,100.0,,,,,,0,3,cundibil01
John Hall,K,30.194,2004-09-27,NFL,WAS,,DAL,L 18-21,3,3,Mon,1,1,100.0,1,1,100.0,,,0,4,hallxjoh01
David Akers,K,29.299,2004-10-03,NFL,PHI,@,CHI,W 19-9,4,4,Sun,1,1,100.0,4,6,66.7,,,0,13,akersdav01
Gary Anderson,K,45.079,2004-10-03,NFL,TEN,@,SDG,L 17-38,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,andergar02
Doug Brien,K,33.314,2004-10-03,NFL,NYJ,@,MIA,W 17-9,3,4,Sun,2,2,100.0,1,1,100.0,,,0,5,briendou01
Kris Brown,K,27.285,2004-10-03,NFL,HOU,,OAK,W 30-17,4,4,Sun,3,3,100.0,3,4,75.0,,,0,12,brownkri01
John Carney,K,40.166,2004-10-03,NFL,NOR,@,ARI,L 10-34,4,4,Sun,1,1,100.0,1,1,100.0,,,0,4,carnejoh01
Steve Christie,PK,36.325,2004-10-03,NFL,NYG,@,GNB,W 14-7,4,4,Sun,2,2,100.0,,3,0.0,,,0,2,chrisste01
Phil Dawson,PK,29.254,2004-10-03,NFL,CLE,,WAS,W 17-13,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,dawsophi01
Jason Elam,K,34.209,2004-10-03,NFL,DEN,@,TAM,W 16-13,4,4,Sun,1,1,100.0,3,3,100.0,,,0,10,elamxjas01
Jay Feely,K,28.133,2004-10-03,NFL,ATL,@,CAR,W 27-10,4,4,Sun,3,3,100.0,2,2,100.0,,,0,9,feelyjay01
Shayne Graham,K,26.299,2004-10-03,NFL,CIN,@,PIT,L 17-28,4,4,Sun,2,2,100.0,1,1,100.0,,,0,5,grahasha01
Martin Gramatica,K,28.311,2004-10-03,NFL,TAM,,DEN,L 13-16,4,4,Sun,1,1,100.0,2,2,100.0,,,0,7,gramamar01
John Hall,K,30.200,2004-10-03,NFL,WAS,@,CLE,L 13-17,4,4,Sun,1,1,100.0,2,2,100.0,,,0,7,hallxjoh01
Sebastian Janikowski,K,26.215,2004-10-03,NFL,OAK,@,HOU,L 17-30,4,4,Sun,2,2,100.0,1,2,50.0,,,0,5,janikseb01
Nate Kaeding,K,22.191,2004-10-03,NFL,SDG,,TEN,W 38-17,4,4,Sun,5,5,100.0,1,1,100.0,,,0,8,kaedinat01
John Kasay,K,34.342,2004-10-03,NFL,CAR,,ATL,L 10-27,3,4,Sun,1,1,100.0,1,1,100.0,,,0,4,kasayjoh01
Rian Lindell,K,27.257,2004-10-03,NFL,BUF,,NWE,L 17-31,3,4,Sun,2,2,100.0,1,1,100.0,,,0,5,linderia01
Ryan Longwell,K,30.048,2004-10-03,NFL,GNB,,NYG,L 7-14,4,4,Sun,1,1,100.0,,,,,,0,1,longwrya01
Neil Rackers,K,28.048,2004-10-03,NFL,ARI,,NOR,W 34-10,4,4,Sun,4,4,100.0,2,2,100.0,,,0,10,rackenei01
Jeff Reed,K,25.177,2004-10-03,NFL,PIT,,CIN,W 28-17,4,4,Sun,4,4,100.0,,,,,,0,4,reedxjef01
Mike Vanderjagt,K,34.193,2004-10-03,NFL,IND,@,JAX,W 24-17,4,4,Sun,3,3,100.0,1,1,100.0,,,0,6,vandemik01
Adam Vinatieri,K,31.280,2004-10-03,NFL,NWE,@,BUF,W 31-17,3,4,Sun,4,4,100.0,1,1,100.0,,,0,7,vinatada01
Jeff Wilkins,K,32.167,2004-10-03,NFL,STL,@,SFO,W 24-14,4,4,Sun,3,3,100.0,1,2,50.0,,,0,6,wilkijef01
Matt Stover,K,36.251,2004-10-04,NFL,BAL,,KAN,L 24-27,4,4,Mon,3,3,100.0,1,1,100.0,,,0,6,stovemat01
Lawrence Tynes,K,26.154,2004-10-04,NFL,KAN,@,BAL,W 27-24,4,4,Mon,3,3,100.0,2,2,100.0,,,0,9,tyneslaw01
Morten Andersen*,K,44.052,2004-10-10,NFL,MIN,@,HOU,W 34-28,4,5,Sun,4,4,100.0,,,,,,0,4,andermor01
Doug Brien,K,33.321,2004-10-10,NFL,NYJ,,BUF,W 16-14,4,5,Sun,1,1,100.0,3,4,75.0,,,0,10,briendou01
Josh Brown,K,25.164,2004-10-10,NFL,SEA,,STL,L 27-33,4,5,Sun,3,3,100.0,2,3,66.7,,,0,9,brownjos01
Kris Brown,K,27.292,2004-10-10,NFL,HOU,,MIN,L 28-34,5,5,Sun,4,4,100.0,,,,,,0,4,brownkri01
Matt Bryant,K,29.134,2004-10-10,NFL,IND,,OAK,W 35-14,5,5,Sun,5,5,100.0,,1,0.0,,,0,5,bryanmat01
John Carney,K,40.173,2004-10-10,NFL,NOR,,TAM,L 17-20,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,carnejoh01
Steve Christie,PK,36.332,2004-10-10,NFL,NYG,@,DAL,W 26-10,5,5,Sun,2,2,100.0,4,4,100.0,,,0,14,chrisste01
Billy Cundiff,K,24.194,2004-10-10,NFL,DAL,,NYG,L 10-26,4,5,Sun,1,1,100.0,1,2,50.0,,,0,4,cundibil01
Phil Dawson,PK,29.261,2004-10-10,NFL,CLE,@,PIT,L 23-34,5,5,Sun,2,2,100.0,3,3,100.0,,,0,11,dawsophi01
Jason Elam,K,34.216,2004-10-10,NFL,DEN,,CAR,W 20-17,5,5,Sun,2,2,100.0,2,2,100.0,,,0,8,elamxjas01
Jay Feely,K,28.140,2004-10-10,NFL,ATL,,DET,L 10-17,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,feelyjay01
Martin Gramatica,K,28.318,2004-10-10,NFL,TAM,@,NOR,W 20-17,5,5,Sun,2,2,100.0,2,3,66.7,,,0,8,gramamar01
John Hall,K,30.207,2004-10-10,NFL,WAS,,BAL,L 10-17,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,hallxjoh01
Jason Hanson,K,34.115,2004-10-10,NFL,DET,@,ATL,W 17-10,4,5,Sun,2,2,100.0,1,2,50.0,,,0,5,hansojas01
Sebastian Janikowski,K,26.222,2004-10-10,NFL,OAK,@,IND,L 14-35,5,5,Sun,2,2,100.0,,,,,,0,2,janikseb01
Nate Kaeding,K,22.198,2004-10-10,NFL,SDG,,JAX,W 34-21,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,kaedinat01
John Kasay,K,34.349,2004-10-10,NFL,CAR,@,DEN,L 17-20,4,5,Sun,2,2,100.0,1,2,50.0,,,0,5,kasayjoh01
Rian Lindell,K,27.264,2004-10-10,NFL,BUF,@,NYJ,L 14-16,4,5,Sun,2,2,100.0,,,,,,0,2,linderia01
Neil Rackers,K,28.055,2004-10-10,NFL,ARI,@,SFO,L 28-31,5,5,Sun,4,4,100.0,,,,,,0,4,rackenei01
Jeff Reed,K,25.184,2004-10-10,NFL,PIT,,CLE,W 34-23,5,5,Sun,4,4,100.0,2,2,100.0,,,0,10,reedxjef01
Josh Scobee,K,22.109,2004-10-10,NFL,JAX,@,SDG,L 21-34,5,5,Sun,3,3,100.0,,,,,,0,3,scobejos01
Matt Stover,K,36.257,2004-10-10,NFL,BAL,@,WAS,W 17-10,5,5,Sun,2,2,100.0,1,1,100.0,,,0,5,stovemat01
Adam Vinatieri,K,31.287,2004-10-10,NFL,NWE,,MIA,W 24-10,4,5,Sun,3,3,100.0,1,2,50.0,,,0,6,vinatada01
Wes Welker,WR,23.162,2004-10-10,NFL,MIA,@,NWE,L 10-24,5,5,Sun,1,1,100.0,1,1,100.0,,,0,4,WelkWe00
Jeff Wilkins,K,32.174,2004-10-10,NFL,STL,@,SEA,W 33-27,5,5,Sun,3,3,100.0,2,2,100.0,,,0,9,wilkijef01
Gary Anderson,K,45.087,2004-10-11,NFL,TEN,@,GNB,W 48-27,5,5,Mon,6,6,100.0,2,3,66.7,,,0,12,andergar02
Ryan Longwell,K,30.056,2004-10-11,NFL,GNB,,TEN,L 27-48,5,5,Mon,3,3,100.0,2,2,100.0,,,0,9,longwrya01
David Akers,K,29.313,2004-10-17,NFL,PHI,,CAR,W 30-8,5,6,Sun,3,3,100.0,3,3,100.0,,,0,12,akersdav01
Morten Andersen*,K,44.059,2004-10-17,NFL,MIN,@,NOR,W 38-31,5,6,Sun,5,5,100.0,1,1,100.0,,,0,8,andermor01
Gary Anderson,K,45.093,2004-10-17,NFL,TEN,,HOU,L 10-20,6,6,Sun,1,1,100.0,1,1,100.0,,,0,4,andergar02
Doug Brien,K,33.328,2004-10-17,NFL,NYJ,,SFO,W 22-14,5,6,Sun,1,1,100.0,1,1,100.0,,,0,4,briendou01
Kris Brown,K,27.299,2004-10-17,NFL,HOU,@,TEN,W 20-10,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,brownkri01
Matt Bryant,K,29.141,2004-10-17,NFL,MIA,@,BUF,L 13-20,6,6,Sun,1,1,100.0,2,2,100.0,,,0,7,bryanmat01
John Carney,K,40.180,2004-10-17,NFL,NOR,,MIN,L 31-38,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,carnejoh01
Billy Cundiff,K,24.201,2004-10-17,NFL,DAL,,PIT,L 20-24,5,6,Sun,2,2,100.0,2,2,100.0,,,0,8,cundibil01
Phil Dawson,PK,29.268,2004-10-17,NFL,CLE,,CIN,W 34-17,6,6,Sun,4,4,100.0,2,2,100.0,,,0,10,dawsophi01
Paul Edinger,K,26.274,2004-10-17,NFL,CHI,,WAS,L 10-13,5,6,Sun,1,1,100.0,1,1,100.0,,,0,4,edingpau01
Jason Elam,K,34.223,2004-10-17,NFL,DEN,@,OAK,W 31-3,6,6,Sun,4,4,100.0,1,1,100.0,,,0,7,elamxjas01
Jay Feely,K,28.147,2004-10-17,NFL,ATL,,SDG,W 21-20,6,6,Sun,3,3,100.0,,,,,,0,3,feelyjay01
Shayne Graham,K,26.313,2004-10-17,NFL,CIN,@,CLE,L 17-34,5,6,Sun,2,2,100.0,1,2,50.0,,,0,5,grahasha01
Jason Hanson,K,34.122,2004-10-17,NFL,DET,,GNB,L 10-38,5,6,Sun,1,1,100.0,1,1,100.0,,,0,4,hansojas01
Nate Kaeding,K,22.205,2004-10-17,NFL,SDG,@,ATL,L 20-21,6,6,Sun,2,2,100.0,2,2,100.0,,,0,8,kaedinat01
Ola Kimrin,K,32.231,2004-10-17,NFL,WAS,@,CHI,W 13-10,6,6,Sun,1,1,100.0,2,2,100.0,,,0,7,kimriola01
Rian Lindell,K,27.271,2004-10-17,NFL,BUF,,MIA,W 20-13,5,6,Sun,2,2,100.0,2,3,66.7,,,0,8,linderia01
Ryan Longwell,K,30.062,2004-10-17,NFL,GNB,@,DET,W 38-10,6,6,Sun,5,5,100.0,1,1,100.0,,,0,8,longwrya01
Todd Peterson,K,34.256,2004-10-17,NFL,SFO,@,NYJ,L 14-22,6,6,Sun,2,2,100.0,,,,,,0,2,petertod01
Jeff Reed,K,25.191,2004-10-17,NFL,PIT,@,DAL,W 24-20,6,6,Sun,3,3,100.0,1,1,100.0,,,0,6,reedxjef01
Josh Scobee,K,22.116,2004-10-17,NFL,JAX,,KAN,W 22-16,6,6,Sun,2,2,100.0,,1,0.0,,,0,2,scobejos01
Lawrence Tynes,K,26.167,2004-10-17,NFL,KAN,@,JAX,L 16-22,5,6,Sun,1,2,50.0,1,2,50.0,,,0,4,tyneslaw01
Adam Vinatieri,K,31.294,2004-10-17,NFL,NWE,,SEA,W 30-20,5,6,Sun,3,3,100.0,3,3,100.0,,,0,12,vinatada01
Martin Gramatica,K,28.326,2004-10-18,NFL,TAM,@,STL,L 21-28,6,6,Mon,3,3,100.0,,2,0.0,,,0,3,gramamar01
Jeff Wilkins,K,32.182,2004-10-18,NFL,STL,,TAM,W 28-21,6,6,Mon,4,4,100.0,,2,0.0,,,0,4,wilkijef01
David Akers,K,29.320,2004-10-24,NFL,PHI,@,CLE,W 34-31,6,7,Sun,4,4,100.0,2,2,100.0,,,0,10,akersdav01
Morten Andersen*,K,44.066,2004-10-24,NFL,MIN,,TEN,W 20-3,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,andermor01
Doug Brien,K,33.335,2004-10-24,NFL,NYJ,@,NWE,L 7-13,6,7,Sun,1,1,100.0,,,,,,0,1,briendou01
Josh Brown,K,25.178,2004-10-24,NFL,SEA,@,ARI,L 17-25,6,7,Sun,2,2,100.0,1,1,100.0,,,0,5,brownjos01
Matt Bryant,K,29.148,2004-10-24,NFL,MIA,,STL,W 31-14,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,bryanmat01
John Carney,K,40.187,2004-10-24,NFL,NOR,@,OAK,W 31-26,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,carnejoh01
Steve Christie,PK,36.346,2004-10-24,NFL,NYG,,DET,L 13-28,6,7,Sun,1,1,100.0,2,2,100.0,,,0,7,chrisste01
Billy Cundiff,K,24.208,2004-10-24,NFL,DAL,@,GNB,L 20-41,6,7,Sun,2,2,100.0,2,2,100.0,,,0,8,cundibil01
Phil Dawson,PK,29.275,2004-10-24,NFL,CLE,,PHI,L 31-34,7,7,Sun,4,4,100.0,1,1,100.0,,,0,7,dawsophi01
Paul Edinger,K,26.281,2004-10-24,NFL,CHI,@,TAM,L 7-19,6,7,Sun,1,1,100.0,,,,,,0,1,edingpau01
Jay Feely,K,28.154,2004-10-24,NFL,ATL,@,KAN,L 10-56,7,7,Sun,1,1,100.0,1,1,100.0,,,0,4,feelyjay01
Martin Gramatica,K,28.332,2004-10-24,NFL,TAM,,CHI,W 19-7,7,7,Sun,1,1,100.0,2,2,100.0,,,0,7,gramamar01
Jason Hanson,K,34.129,2004-10-24,NFL,DET,@,NYG,W 28-13,6,7,Sun,4,4,100.0,,,,,,0,4,hansojas01
Sebastian Janikowski,K,26.236,2004-10-24,NFL,OAK,,NOR,L 26-31,7,7,Sun,2,2,100.0,4,4,100.0,,,0,14,janikseb01
Nate Kaeding,K,22.212,2004-10-24,NFL,SDG,@,CAR,W 17-6,7,7,Sun,2,2,100.0,1,2,50.0,,,0,5,kaedinat01
Ryan Longwell,K,30.069,2004-10-24,NFL,GNB,,DAL,W 41-20,7,7,Sun,5,5,100.0,2,2,100.0,,,0,11,longwrya01
Neil Rackers,K,28.069,2004-10-24,NFL,ARI,,SEA,W 25-17,6,7,Sun,2,2,100.0,3,3,100.0,,,0,11,rackenei01
Josh Scobee,K,22.123,2004-10-24,NFL,JAX,@,IND,W 27-24,7,7,Sun,1,1,100.0,4,4,100.0,,,0,13,scobejos01
Matt Stover,K,36.271,2004-10-24,NFL,BAL,,BUF,W 20-6,6,7,Sun,2,2,100.0,2,3,66.7,,,0,8,stovemat01
Lawrence Tynes,K,26.174,2004-10-24,NFL,KAN,,ATL,W 56-10,6,7,Sun,8,8,100.0,,,,,,0,8,tyneslaw01
Mike Vanderjagt,K,34.214,2004-10-24,NFL,IND,,JAX,L 24-27,6,7,Sun,3,3,100.0,1,1,100.0,,,0,6,vandemik01
Adam Vinatieri,K,31.301,2004-10-24,NFL,NWE,,NYJ,W 13-7,6,7,Sun,1,1,100.0,2,2,100.0,,,0,7,vinatada01
Jeff Wilkins,K,32.188,2004-10-24,NFL,STL,@,MIA,L 14-31,7,7,Sun,2,2,100.0,,,,,,0,2,wilkijef01
Jason Elam,K,34.231,2004-10-25,NFL,DEN,@,CIN,L 10-23,7,7,Mon,1,1,100.0,1,2,50.0,,,0,4,elamxjas01
Shayne Graham,K,26.321,2004-10-25,NFL,CIN,,DEN,W 23-10,6,7,Mon,2,2,100.0,3,3,100.0,,,0,11,grahasha01
Morten Andersen*,K,44.073,2004-10-31,NFL,MIN,,NYG,L 13-34,7,8,Sun,1,1,100.0,,1,0.0,,,0,1,andermor01
Gary Anderson,K,45.107,2004-10-31,NFL,TEN,,CIN,W 27-20,8,8,Sun,3,3,100.0,2,2,100.0,,,0,9,andergar02
