Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Rush Att,Rush Yard,Rush Avg,Rush TD,unique_id 
Trung Canidate,RB,26.216,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,8,17,2.13,0,CaniTr00
Ki-Jana Carter,RB,30.023,2003-10-05,NFL,NOR,@,CAR,L 13-19,5,5,Sun,2,8,4.00,0,CartKi00
Quincy Carter,QB,25.357,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,3,6,2.00,0,CartQu00
Rock Cartwright,FB,23.306,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,3,3,1.00,0,CartRo01
Aveion Cason,RB,24.085,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,2,-4,-2.00,0,CasoAv00
Larry Centers,RB,35.126,2003-10-05,NFL,NWE,,TEN,W 38-30,5,5,Sun,1,6,6.00,0,CentLa00
Doug Chapman,RB,26.044,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,10,22,2.20,0,ChapDo00
Mike Cloud,RB,28.096,2003-10-05,NFL,NWE,,TEN,W 38-30,5,5,Sun,7,73,10.43,2,ClouMi00
Laveranues Coles,WR,25.280,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,1,4,4.00,0,ColeLa00
Tim Couch,QB,26.066,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,4,11,2.75,1,CoucTi00
Zack Crockett,FB,30.307,2003-10-05,NFL,OAK,@,CHI,L 21-24,5,5,Sun,4,3,0.75,1,CrocZa00
Woodrow Dantzler,S,24.001,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,1,0,0.00,0,DantWo00
Najeh Davenport,RB,24.239,2003-10-05,NFL,GNB,,SEA,W 35-13,5,5,Sun,1,2,2.00,0,DaveNa00
Stephen Davis,RB,29.218,2003-10-05,NFL,CAR,,NOR,W 19-13,4,5,Sun,30,159,5.30,1,DaviSt00
Jake Delhomme,QB,28.268,2003-10-05,NFL,CAR,,NOR,W 19-13,4,5,Sun,2,-2,-1.00,0,DelhJa00
Donald Driver,WR,28.245,2003-10-05,NFL,GNB,,SEA,W 35-13,5,5,Sun,1,5,5.00,0,DrivDo00
Reuben Droughns,RB,25.045,2003-10-05,NFL,DEN,@,KAN,L 23-24,5,5,Sun,1,-1,-1.00,0,DrouRe00
T.J. Duckett,RB,22.230,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,11,69,6.27,0,DuckT.00
Warrick Dunn,RB,28.273,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,3,15,5.00,1,DunnWa00
Tim Dwight,WR,28.084,2003-10-05,NFL,SDG,@,JAX,L 21-27,5,5,Sun,1,5,5.00,0,DwigTi00
Jeff Faine,C,22.182,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,1,0,0.00,0,FainJe20
Brett Favre*,QB,33.360,2003-10-05,NFL,GNB,,SEA,W 35-13,5,5,Sun,3,1,0.33,0,FavrBr00
Jay Fiedler,QB,31.280,2003-10-05,NFL,MIA,@,NYG,W 23-10,4,5,Sun,4,12,3.00,0,FiedJa00
Tony Fisher,RB,23.358,2003-10-05,NFL,GNB,,SEA,W 35-13,5,5,Sun,3,33,11.00,1,FishTo00
DeShaun Foster,RB,23.268,2003-10-05,NFL,CAR,,NOR,W 19-13,4,5,Sun,7,25,3.57,0,FostDe00
Gus Frerotte,QB,32.066,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,3,3,1.00,0,FrerGu00
Chris Fuamatu-Ma'afala,RB,26.215,2003-10-05,NFL,JAX,,SDG,W 27-21,5,5,Sun,6,30,5.00,0,FuamCh00
Joey Galloway,WR,31.319,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,1,7,7.00,0,GallJo00
Rich Gannon,QB,37.289,2003-10-05,NFL,OAK,@,CHI,L 21-24,5,5,Sun,1,3,3.00,0,GannRi00
Jeff Garcia,QB,33.223,2003-10-05,NFL,SFO,,DET,W 24-17,5,5,Sun,11,35,3.18,1,GarcJe00
Charlie Garner,RB,31.234,2003-10-05,NFL,OAK,@,CHI,L 21-24,5,5,Sun,15,92,6.13,0,GarnCh00
Olandis Gary,RB,28.140,2003-10-05,NFL,DET,@,SFO,L 17-24,5,5,Sun,14,64,4.57,1,GaryOl00
Eddie George,RB,30.011,2003-10-05,NFL,TEN,@,NWE,L 30-38,5,5,Sun,15,35,2.33,0,GeorEd00
Terry Glenn,WR,29.074,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,1,4,4.00,0,GlenTe00
Ahman Green,RB,26.231,2003-10-05,NFL,GNB,,SEA,W 35-13,5,5,Sun,27,118,4.37,2,GreeAh00
Trent Green,QB,33.088,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,5,10,2.00,0,GreeTr00
William Green,RB,23.292,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,33,115,3.48,0,GreeWi01
Troy Hambrick,RB,26.333,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,23,59,2.57,0,HambTr00
Matt Hasselbeck,QB,28.010,2003-10-05,NFL,SEA,@,GNB,L 13-35,4,5,Sun,1,7,7.00,0,HassMa00
Garrison Hearst,RB,32.274,2003-10-05,NFL,SFO,,DET,W 24-17,5,5,Sun,19,74,3.89,0,HearGa00
Travis Henry,HB,24.341,2003-10-05,NFL,BUF,,CIN,W 22-16,5,5,Sun,25,85,3.40,1,HenrTr00
James Hodgins,FB,26.158,2003-10-05,NFL,ARI,@,DAL,L 7-24,5,5,Sun,1,3,3.00,0,HodgJa00
Robert Holcombe,RB,27.298,2003-10-05,NFL,TEN,@,NWE,L 30-38,5,5,Sun,3,4,1.33,0,HolcRo00
Priest Holmes,RB,29.363,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,17,97,5.71,0,HolmPr00
Brad Hoover,FB,26.328,2003-10-05,NFL,CAR,,NOR,W 19-13,4,5,Sun,1,3,3.00,0,HoovBr00
Doug Johnson,QB,25.343,2003-10-05,NFL,ATL,,MIN,L 26-39,5,5,Sun,2,20,10.00,0,JohnDo00
Rudi Johnson,HB,24.004,2003-10-05,NFL,CIN,@,BUF,L 16-22,5,5,Sun,20,69,3.45,1,JohnRu00
Delvin Joyce,RB,25.014,2003-10-05,NFL,NYG,,MIA,L 10-23,4,5,Sun,3,6,2.00,0,JoycDe00
Jon Kitna,QB,31.014,2003-10-05,NFL,CIN,@,BUF,L 16-22,5,5,Sun,1,-1,-1.00,0,KitnJo00
Rob Konrad,FB,26.327,2003-10-05,NFL,MIA,@,NYG,W 23-10,4,5,Sun,3,15,5.00,0,KonrRo00
Byron Leftwich,QB,23.264,2003-10-05,NFL,JAX,,SDG,W 27-21,5,5,Sun,2,-1,-0.50,0,LeftBy00
Jamar Martin,FB,23.176,2003-10-05,NFL,DAL,,ARI,W 24-7,4,5,Sun,1,3,3.00,0,MartJa01
Derrick Mason,WR,29.261,2003-10-05,NFL,TEN,@,NWE,L 30-38,5,5,Sun,1,7,7.00,0,MasoDe00
Deuce McAllister,RB,24.282,2003-10-05,NFL,NOR,@,CAR,L 13-19,5,5,Sun,23,124,5.39,0,McAlDe00
James McKnight,WR,31.110,2003-10-05,NFL,MIA,@,NYG,W 23-10,4,5,Sun,1,68,68.00,1,McKnJa00
Donovan McNabb,QB,26.314,2003-10-05,NFL,PHI,,WAS,W 27-25,4,5,Sun,7,18,2.57,0,McNaDo00
Steve McNair,QB,30.233,2003-10-05,NFL,TEN,@,NWE,L 30-38,5,5,Sun,6,18,3.00,2,McNaSt00
Quincy Morgan,WR,26.012,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,1,1,1.00,0,MorgQu00
Maurice Morris,RB,23.308,2003-10-05,NFL,SEA,@,GNB,L 13-35,4,5,Sun,1,18,18.00,0,MorrMa00
Chad Morton,RB/K,26.184,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,1,6,6.00,0,MortCh00
Johnnie Morton,WR,31.363,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,1,27,27.00,0,MortJo00
Jake Plummer,QB,28.290,2003-10-05,NFL,DEN,@,KAN,L 23-24,5,5,Sun,3,22,7.33,0,PlumJa00
Clinton Portis,RB,22.034,2003-10-05,NFL,DEN,@,KAN,L 23-24,5,5,Sun,23,141,6.13,1,PortCl00
Stanley Pritchett,FB,29.287,2003-10-05,NFL,CHI,,OAK,W 24-21,4,5,Sun,2,17,8.50,1,PritSt00
Patrick Ramsey,QB,24.233,2003-10-05,NFL,WAS,@,PHI,L 25-27,5,5,Sun,3,8,2.67,1,RamsPa00
Antwaan Randle El,WR,24.049,2003-10-05,NFL,PIT,,CLE,L 13-33,5,5,Sun,1,3,3.00,0,RandAn00
Tony Richardson,FB,31.292,2003-10-05,NFL,KAN,,DEN,W 24-23,5,5,Sun,1,-1,-1.00,0,RichTo00
Marcel Shipp,RB,25.058,2003-10-05,NFL,ARI,@,DAL,L 7-24,5,5,Sun,9,31,3.44,0,ShipMa00
Antowain Smith,RB,31.205,2003-10-05,NFL,NWE,,TEN,W 38-30,5,5,Sun,16,80,5.00,1,SmitAn00
Emmitt Smith*,RB,34.143,2003-10-05,NFL,ARI,@,DAL,L 7-24,5,5,Sun,6,-1,-0.17,0,SmitEm00
Onterrio Smith,RB,22.301,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,13,63,4.85,0,SmitOn00
Duce Staley,RB,28.220,2003-10-05,NFL,PHI,,WAS,W 27-25,4,5,Sun,9,42,4.67,0,StalDu00
Kordell Stewart,QB,30.354,2003-10-05,NFL,CHI,,OAK,W 24-21,4,5,Sun,9,52,5.78,0,StewKo00
Mack Strong,FB,32.024,2003-10-05,NFL,SEA,@,GNB,L 13-35,4,5,Sun,1,1,1.00,0,StroMa00
Fred Taylor,RB,27.251,2003-10-05,NFL,JAX,,SDG,W 27-21,5,5,Sun,27,87,3.22,1,TaylFr00
Anthony Thomas,HB,25.332,2003-10-05,NFL,CHI,,OAK,W 24-21,4,5,Sun,22,123,5.59,0,ThomAn01
LaBrandon Toefield,RB,23.011,2003-10-05,NFL,JAX,,SDG,W 27-21,5,5,Sun,2,7,3.50,0,ToefLa00
LaDainian Tomlinson*,RB,24.104,2003-10-05,NFL,SDG,@,JAX,L 21-27,5,5,Sun,10,38,3.80,0,TomlLa00
Brian Westbrook,RB/K,24.033,2003-10-05,NFL,PHI,,WAS,W 27-25,4,5,Sun,11,64,5.82,1,WestBr00
Tyrone Wheatley,RB,31.259,2003-10-05,NFL,OAK,@,CHI,L 21-24,5,5,Sun,6,21,3.50,0,WheaTy00
Jamel White,RB,26.236,2003-10-05,NFL,CLE,@,PIT,W 33-13,5,5,Sun,1,-3,-3.00,0,WhitJa00
Moe Williams,RB,29.071,2003-10-05,NFL,MIN,@,ATL,W 39-26,5,5,Sun,11,71,6.45,2,WillMo00
Ricky Williams,HB,26.137,2003-10-05,NFL,MIA,@,NYG,W 23-10,4,5,Sun,22,39,1.77,1,WillRi00
Amos Zereoue,HB,26.362,2003-10-05,NFL,PIT,,CLE,L 13-33,5,5,Sun,13,38,2.92,0,ZereAm00
Mike Alstott,FB,29.289,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,3,1,0.33,0,AlstMi00
Brad Johnson,QB,35.023,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,3,8,2.67,0,JohnBr00
Thomas Jones,RB,25.048,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,2,2,1.00,0,JoneTh00
James Mungro,RB,25.235,2003-10-06,NFL,IND,@,TAM,W 38-35,5,5,Mon,6,20,3.33,1,MungJa00
Michael Pittman,RB,28.053,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,16,106,6.63,0,PittMi00
Dominic Rhodes,RB,24.262,2003-10-06,NFL,IND,@,TAM,W 38-35,5,5,Mon,3,-2,-0.67,0,RhodDo00
Aaron Stecker,RB,27.327,2003-10-06,NFL,TAM,,IND,L 35-38,4,5,Mon,9,22,2.44,0,StecAa00
Ricky Williams,RB,25.038,2003-10-06,NFL,IND,@,TAM,W 38-35,5,5,Mon,13,56,4.31,2,WillRi01
Shaun Alexander,RB,26.043,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,22,77,3.50,0,AlexSh00
Damien Anderson,RB,24.087,2003-10-12,NFL,ARI,,BAL,L 18-26,6,6,Sun,1,4,4.00,0,AndeDa00
Richie Anderson,FB,32.029,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,4,11,2.75,0,AndeRi00
B.J. Askew,FB,23.054,2003-10-12,NFL,NYJ,,BUF,W 30-3,5,6,Sun,2,9,4.50,0,AskeB.00
Tiki Barber,RB,28.188,2003-10-12,NFL,NYG,@,NWE,L 6-17,5,6,Sun,22,72,3.27,0,BarbTi00
Kevan Barlow,RB,24.278,2003-10-12,NFL,SFO,@,SEA,L 19-20,6,6,Sun,9,40,4.44,0,BarlKe00
Arnaz Battle,WR,23.232,2003-10-12,NFL,SFO,@,SEA,L 19-20,6,6,Sun,1,5,5.00,0,BattAr00
Jerome Bettis*,RB,31.238,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,14,34,2.43,1,BettJe00
Ladell Betts,RB,24.046,2003-10-12,NFL,WAS,,TAM,L 13-35,6,6,Sun,13,37,2.85,0,BettLa00
Steve Beuerlein,QB,38.219,2003-10-12,NFL,DEN,,PIT,W 17-14,6,6,Sun,1,5,5.00,0,BeueSt00
Jeff Blake,QB,32.312,2003-10-12,NFL,ARI,,BAL,L 18-26,6,6,Sun,4,29,7.25,0,BlakJe00
Drew Bledsoe,QB,31.240,2003-10-12,NFL,BUF,@,NYJ,L 3-30,6,6,Sun,1,0,0.00,0,BledDr00
Kyle Boller,QB,22.117,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,2,5,2.50,0,BollKy00
Marty Booker,WR,27.073,2003-10-12,NFL,CHI,@,NOR,L 13-20,5,6,Sun,1,-4,-4.00,0,BookMa00
Tom Brady,QB,26.070,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,3,0,0.00,0,BradTo00
Aaron Brooks,QB,27.202,2003-10-12,NFL,NOR,,CHI,W 20-13,6,6,Sun,5,14,2.80,0,BrooAa00
Chris Brown,RB,22.178,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,4,15,3.75,0,BrowCh03
Troy Brown,WR,32.102,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,2,12,6.00,0,BrowTr00
Correll Buckhalter,RB,25.006,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,11,52,4.73,1,BuckCo00
Trung Canidate,RB,26.223,2003-10-12,NFL,WAS,,TAM,L 13-35,6,6,Sun,8,27,3.38,0,CaniTr00
Quincy Carter,QB,25.364,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,7,31,4.43,0,CartQu00
Rock Cartwright,FB,23.313,2003-10-12,NFL,WAS,,TAM,L 13-35,6,6,Sun,2,4,2.00,0,CartRo01
Aveion Cason,RB,24.092,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,7,31,4.43,0,CasoAv00
Larry Centers,RB,35.133,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,1,-2,-2.00,0,CentLa00
Mike Cloud,RB,28.103,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,9,23,2.56,1,ClouMi00
Kerry Collins,QB,30.286,2003-10-12,NFL,NYG,@,NWE,L 6-17,5,6,Sun,1,4,4.00,0,CollKe00
Tim Couch,QB,26.073,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,2,1,0.50,0,CoucTi00
Zack Crockett,FB,30.314,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,1,3,3.00,0,CrocZa00
Najeh Davenport,RB,24.246,2003-10-12,NFL,GNB,,KAN,L 34-40,6,6,Sun,6,43,7.17,1,DaveNa00
Stephen Davis,RB,29.225,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,15,76,5.07,1,DaviSt00
Phil Dawson,K,28.262,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,1,14,14.00,0,dawsophi01
Jake Delhomme,QB,28.275,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,2,1,0.50,0,DelhJa00
Reuben Droughns,RB,25.052,2003-10-12,NFL,DEN,,PIT,W 17-14,6,6,Sun,1,-1,-1.00,0,DrouRe00
Marc Edwards,FB,28.329,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,2,3,1.50,0,EdwaMa00
Heath Evans,FB,24.286,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,2,6,3.00,0,EvanHe00
Justin Fargas,RB,23.260,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,6,33,5.50,0,FargJu00
Kevin Faulk,RB,27.129,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,14,87,6.21,0,FaulKe00
Brett Favre*,QB,34.002,2003-10-12,NFL,GNB,,KAN,L 34-40,6,6,Sun,2,1,0.50,0,FavrBr00
Jay Fiedler,QB,31.287,2003-10-12,NFL,MIA,@,JAX,W 24-10,5,6,Sun,3,3,1.00,0,FiedJa00
DeShaun Foster,RB,23.275,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,16,85,5.31,0,FostDe00
Chris Fuamatu-Ma'afala,RB,26.222,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,3,11,3.67,0,FuamCh00
Rich Gannon,QB,37.296,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,1,1,1.00,0,GannRi00
Jeff Garcia,QB,33.230,2003-10-12,NFL,SFO,@,SEA,L 19-20,6,6,Sun,3,4,1.33,1,GarcJe00
Charlie Garner,RB,31.241,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,9,28,3.11,0,GarnCh00
Eddie George,RB,30.018,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,19,60,3.16,0,GeorEd00
Ahman Green,RB,26.238,2003-10-12,NFL,GNB,,KAN,L 34-40,6,6,Sun,26,139,5.35,1,GreeAh00
Trent Green,QB,33.095,2003-10-12,NFL,KAN,@,GNB,W 40-34,6,6,Sun,2,7,3.50,0,GreeTr00
William Green,RB,23.299,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,26,145,5.58,1,GreeWi01
Dante Hall,WR,25.041,2003-10-12,NFL,KAN,@,GNB,W 40-34,6,6,Sun,2,-6,-3.00,0,HallDa00
Troy Hambrick,RB,26.340,2003-10-12,NFL,DAL,,PHI,W 23-21,5,6,Sun,18,46,2.56,1,HambTr00
Marvin Harrison*,WR,31.048,2003-10-12,NFL,IND,,CAR,L 20-23,6,6,Sun,1,3,3.00,0,HarrMa00
Matt Hasselbeck,QB,28.017,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,5,17,3.40,0,HassMa00
Verron Haynes,RB,24.237,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,2,20,10.00,0,HaynVe00
Garrison Hearst,RB,32.281,2003-10-12,NFL,SFO,@,SEA,L 19-20,6,6,Sun,16,62,3.88,1,HearGa00
Travis Henry,HB,24.348,2003-10-12,NFL,BUF,@,NYJ,L 3-30,6,6,Sun,18,53,2.94,0,HenrTr00
Robert Holcombe,RB,27.305,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,3,25,8.33,1,HolcRo00
Tony Hollings,RB,21.315,2003-10-12,NFL,HOU,@,TEN,L 17-38,5,6,Sun,5,19,3.80,0,HollTo00
Priest Holmes,RB,30.005,2003-10-12,NFL,KAN,@,GNB,W 40-34,6,6,Sun,22,81,3.68,1,HolmPr00
James Jackson,RB,27.069,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,1,3,3.00,0,JackJa00
Brad Johnson,QB,35.029,2003-10-12,NFL,TAM,@,WAS,W 35-13,5,6,Sun,2,3,1.50,0,JohnBr00
Thomas Jones,RB,25.054,2003-10-12,NFL,TAM,@,WAS,W 35-13,5,6,Sun,5,33,6.60,0,JoneTh00
LaMont Jordan,RB-K,24.335,2003-10-12,NFL,NYJ,,BUF,W 30-3,5,6,Sun,10,33,3.30,0,JordLa00
Delvin Joyce,RB,25.021,2003-10-12,NFL,NYG,@,NWE,L 6-17,5,6,Sun,1,0,0.00,0,JoycDe00
Kevin Kasper,WR,25.293,2003-10-12,NFL,ARI,,BAL,L 18-26,6,6,Sun,1,-4,-4.00,0,KaspKe00
Dan Klecko,DT,22.273,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,1,5,5.00,0,KlecDa20
Rob Konrad,FB,26.334,2003-10-12,NFL,MIA,@,JAX,W 24-10,5,6,Sun,1,2,2.00,0,KonrRo00
Byron Leftwich,QB,23.271,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,5,24,4.80,1,LeftBy00
Jamal Lewis,RB,24.044,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,21,131,6.24,0,LewiJa00
Stacey Mack,RB,28.108,2003-10-12,NFL,HOU,@,TEN,L 17-38,5,6,Sun,4,13,3.25,0,MackSt00
Peyton Manning,QB,27.202,2003-10-12,NFL,IND,,CAR,L 20-23,6,6,Sun,1,6,6.00,0,MannPe00
Curtis Martin*,RB,30.164,2003-10-12,NFL,NYJ,,BUF,W 30-3,5,6,Sun,20,77,3.85,0,MartCu00
Deuce McAllister,RB,24.289,2003-10-12,NFL,NOR,,CHI,W 20-13,6,6,Sun,29,116,4.00,0,McAlDe00
Justin McCareins,WR,24.315,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,1,13,13.00,0,McCaJu00
Donovan McNabb,QB,26.321,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,6,0,0.00,0,McNaDo00
Steve McNair,QB,30.240,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,5,2,0.40,0,McNaSt00
Travis Minor,RB,24.104,2003-10-12,NFL,MIA,@,JAX,W 24-10,5,6,Sun,1,11,11.00,0,MinoTr00
Maurice Morris,RB,23.315,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,1,5,5.00,0,MorrMa00
James Mungro,RB,25.241,2003-10-12,NFL,IND,,CAR,L 20-23,6,6,Sun,8,10,1.25,1,MungJa00
Dennis Northcutt,WR,25.294,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,1,8,8.00,0,NortDe00
David Patten,WR,29.054,2003-10-12,NFL,NWE,,NYG,W 17-6,6,6,Sun,1,4,4.00,0,PattDa00
Michael Pittman,RB,28.059,2003-10-12,NFL,TAM,@,WAS,W 35-13,5,6,Sun,17,62,3.65,0,PittMi00
Clinton Portis,RB,22.041,2003-10-12,NFL,DEN,,PIT,W 17-14,6,6,Sun,15,47,3.13,0,PortCl00
Stanley Pritchett,FB,29.294,2003-10-12,NFL,CHI,@,NOR,L 13-20,5,6,Sun,1,6,6.00,0,PritSt00
Antwaan Randle El,WR,24.056,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,2,7,3.50,0,RandAn00
Alan Ricard,FB,26.268,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,2,3,1.50,0,RicaAl00
Koren Robinson,WR,23.207,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,1,16,16.00,0,RobiKo00
Marcel Shipp,RB,25.065,2003-10-12,NFL,ARI,,BAL,L 18-26,6,6,Sun,14,61,4.36,0,ShipMa00
Rod Smart,RB,26.276,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,7,17,2.43,0,SmarRo00
Rod Smith,WR,33.150,2003-10-12,NFL,DEN,,PIT,W 17-14,6,6,Sun,1,26,26.00,0,SmitRo01
Steve Smith,WR,24.153,2003-10-12,NFL,CAR,@,IND,W 23-20,5,6,Sun,1,10,10.00,0,SmitSt01
Duce Staley,RB,28.227,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,7,28,4.00,0,StalDu00
Aaron Stecker,RB,27.333,2003-10-12,NFL,TAM,@,WAS,W 35-13,5,6,Sun,1,13,13.00,0,StecAa00
Kordell Stewart,QB,30.361,2003-10-12,NFL,CHI,@,NOR,L 13-20,5,6,Sun,9,42,4.67,0,StewKo00
Mack Strong,FB,32.031,2003-10-12,NFL,SEA,,SFO,W 20-19,5,6,Sun,3,26,8.67,1,StroMa00
Chester Taylor,RB,24.020,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,10,45,4.50,0,TaylCh01
Fred Taylor,RB,27.258,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,16,35,2.19,0,TaylFr00
Travis Taylor,WR,25.196,2003-10-12,NFL,BAL,@,ARI,W 26-18,5,6,Sun,3,29,9.67,0,TaylTr01
Vinny Testaverde,QB,39.333,2003-10-12,NFL,NYJ,,BUF,W 30-3,5,6,Sun,1,-1,-1.00,0,TestVi00
Anthony Thomas,HB,25.339,2003-10-12,NFL,CHI,@,NOR,L 13-20,5,6,Sun,21,96,4.57,0,ThomAn01
LaBrandon Toefield,RB,23.018,2003-10-12,NFL,JAX,,MIA,L 10-24,6,6,Sun,4,15,3.75,0,ToefLa00
Billy Volek,QB,27.167,2003-10-12,NFL,TEN,,HOU,W 38-17,6,6,Sun,1,-1,-1.00,0,VoleBi00
Javon Walker,WR,24.363,2003-10-12,NFL,GNB,,KAN,L 34-40,6,6,Sun,1,0,0.00,0,WalkJa00
Hines Ward,FL,27.218,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,2,9,4.50,0,WardHi00
Brian Westbrook,RB,24.040,2003-10-12,NFL,PHI,@,DAL,L 21-23,5,6,Sun,8,37,4.63,1,WestBr00
Tyrone Wheatley,RB,31.266,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,3,15,5.00,0,WheaTy00
Jamel White,RB,26.243,2003-10-12,NFL,CLE,,OAK,W 13-7,6,6,Sun,1,0,0.00,0,WhitJa00
Alvis Whitted,WR,29.038,2003-10-12,NFL,OAK,@,CLE,L 7-13,6,6,Sun,1,10,10.00,0,WhitAl00
Domanick Williams,RB,23.011,2003-10-12,NFL,HOU,@,TEN,L 17-38,5,6,Sun,7,59,8.43,0,DaviDo01
Ricky Williams,HB,26.144,2003-10-12,NFL,MIA,@,JAX,W 24-10,5,6,Sun,19,75,3.95,1,WillRi00
Ricky Williams,RB,25.044,2003-10-12,NFL,IND,,CAR,L 20-23,6,6,Sun,17,57,3.35,0,WillRi01
Amos Zereoue,HB,27.004,2003-10-12,NFL,PIT,@,DEN,L 14-17,6,6,Sun,10,15,1.50,0,ZereAm00
Marc Bulger,QB,26.191,2003-10-13,NFL,STL,,ATL,W 36-0,5,6,Mon,2,4,2.00,1,BulgMa00
T.J. Duckett,RB,22.238,2003-10-13,NFL,ATL,@,STL,L 0-36,6,6,Mon,16,50,3.13,0,DuckT.00
Warrick Dunn,RB,28.281,2003-10-13,NFL,ATL,@,STL,L 0-36,6,6,Mon,5,23,4.60,0,DunnWa00
Lamar Gordon,RB,23.279,2003-10-13,NFL,STL,,ATL,W 36-0,5,6,Mon,19,92,4.84,0,GordLa00
Arlen Harris,RB,23.174,2003-10-13,NFL,STL,,ATL,W 36-0,5,6,Mon,10,23,2.30,0,HarrAr00
Rabih Abdullah,RB,28.175,2003-10-19,NFL,CHI,@,SEA,L 17-24,6,7,Sun,3,4,1.33,0,AbduRa00
