Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-11-07, Bowling Green, Buffalo, +7.5, -7.5, +60.0
2017-11-07, Akron, Miami (OH), +9.5, -9.5, +52.5
2017-11-08, Kent State, W Michigan, +20.5, -20.5, +46.5
2017-11-08, Toledo, Ohio, -3.0, +3.0, +63.5
2017-11-08, E Michigan, Cent Michigan, -2.0, +2.0, +51.0
2017-11-09, Ball State, N Illinois, +29.5, -29.5, +51.5
2017-11-09, Ga Southern, Appalachian St, +17.5, -17.5, +51.5
2017-11-09, UNC, Pitt, +9.0, -9.0, +53.0
2017-11-10, Temple, Cincinnati, -2.5, +2.5, +48.5
2017-11-10, Washington, Stanford, -6.5, +6.5, +50.0
2017-11-10, BYU, UNLV, +1.0, -1.0, +49.5
2017-11-11, Florida, South Carolina, +4.5, -4.5, +43.5
2017-11-11, Tulane, ECU, -6.5, +6.5, +63.0
2017-11-11, North Carolina St, Boston College, -3.0, +3.0, +52.5
2017-11-11, Wake Forest, Syracuse, -2.5, +2.5, +63.5
2017-11-11, Rutgers, Penn State, +32.0, -32.0, +55.5
2017-11-11, Duke, Army, -3.5, +3.5, +50.5
2017-11-11, Michigan State, OSU, +17.5, -17.5, +55.0
2017-11-11, Wyoming, Air Force, +2.5, -2.5, +51.0
2017-11-11, San Jose State, Nevada, +17.5, -17.5, +67.0
2017-11-11, Texas Tech, Baylor, -8.5, +8.5, +68.0
2017-11-11, TCU, Oklahoma, +6.0, -6.0, +63.5
2017-11-11, Oklahoma State, Iowa State, -7.5, +7.5, +61.0
2017-11-11, UVA, Louisville, +13.5, -13.5, +66.5
2017-11-11, Notre Dame, Miami (FL), -3.5, +3.5, +59.5
2017-11-11, Washington St, Utah, +1.0, -1.0, +51.0
2017-11-11, Purdue, Northwestern, +6.0, -6.0, +49.5
2017-11-11, LA-Lafayette, Ole Miss, +22.0, -22.0, +67.5
2017-11-11, Nebraska, Minnesota, +1.5, -1.5, +47.5
2017-11-11, Alabama, Miss St, -14.5, +14.5, +51.0
2017-11-11, FAU, LA Tech, -3.0, +3.0, +68.0
2017-11-11, Southern Miss, Rice, -11.0, +11.0, +49.5
2017-11-11, USC, Colorado, -13.5, +13.5, +62.0
2017-11-11, Iowa, Wisconsin, +11.0, -11.0, +44.0
2017-11-11, Georgia, Auburn, -2.5, +2.5, +48.5
2017-11-11, Tennessee, Missouri, +13.0, -13.0, +63.0
2017-11-11, New Mexico, Texas A&M, +17.5, -17.5, +51.0
2017-11-11, Kentucky, Vanderbilt, +2.5, -2.5, +52.5
2017-11-11, Arkansas State, South Alabama, -12.5, +12.5, +55.0
2017-11-11, Georgia State, Texas State, -6.5, +6.5, +51.5
2017-11-11, UTEP, North Texas, +23.5, -23.5, +55.5
2017-11-11, Kansas, Texas, +32.0, -32.0, +54.0
2017-11-11, Old Dominion, FIU, +10.0, -10.0, +48.5
2017-11-11, UAB, UTSA, +8.0, -8.0, +50.0
2017-11-11, FSU, Clemson, +16.5, -16.5, +45.0
2017-11-11, Arkansas, LSU, +18.0, -18.0, +55.5
2017-11-11, Oregon State, Arizona, +21.0, -21.0, +70.5
2017-11-11, Fresno State, Hawaii, -10.0, +10.0, +53.0
2017-11-11, Michigan, Maryland, -17.0, +17.0, +48.0
2017-11-11, VT, Georgia Tech, -3.0, +3.0, +48.5
2017-11-11, UConn, UCF, +39.0, -39.0, +64.5
2017-11-11, Indiana, Illinois, -9.0, +9.0, +51.0
2017-11-11, Troy, Coastal Carolina, -17.0, +17.0, +52.5
2017-11-11, Mid Tennessee, Charlotte, -16.0, +16.0, +49.5
2017-11-11, West Virginia, Kansas State, -2.5, +2.5, +59.0
2017-11-11, SMU, Navy, +3.0, -3.0, +68.0
2017-11-11, W Kentucky, Marshall, +10.5, -10.5, +52.0
2017-11-11, Boise State, Colorado State, -6.5, +6.5, +58.5
2017-11-11, Arizona State, UCLA, +3.0, -3.0, +65.5
2017-11-11, Maine, UMass, +16.0, -16.0, +0.0
