Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2017-10-31, Bowling Green, Kent State, -2.5, +2.5, +47.5
2017-10-31, Miami (OH), Ohio, +7.5, -7.5, +53.5
2017-11-01, Cent Michigan, W Michigan, +4.0, -4.0, +48.0
2017-11-02, N Illinois, Toledo, +7.5, -7.5, +56.5
2017-11-02, Ball State, E Michigan, +24.0, -24.0, +47.5
2017-11-02, Navy, Temple, -6.5, +6.5, +51.5
2017-11-02, Idaho, Troy, +18.5, -18.5, +50.5
2017-11-03, Marshall, FAU, +6.5, -6.5, +64.0
2017-11-03, Memphis, Tulsa, -14.0, +14.0, +80.0
2017-11-03, UCLA, Utah, +9.5, -9.5, +53.5
2017-11-04, Baylor, Kansas, -7.5, +7.5, +60.0
2017-11-04, Clemson, North Carolina St, -10.0, +10.0, +51.0
2017-11-04, Illinois, Purdue, +14.0, -14.0, +49.0
2017-11-04, Ole Miss, Kentucky, +3.5, -3.5, +63.5
2017-11-04, Syracuse, FSU, +7.5, -7.5, +51.0
2017-11-04, Northwestern, Nebraska, -2.5, +2.5, +55.0
2017-11-04, OSU, Iowa, -20.5, +20.5, +54.0
2017-11-04, Iowa State, West Virginia, +3.5, -3.5, +59.0
2017-11-04, VT, Miami (FL), +2.0, -2.0, +48.5
2017-11-04, Maryland, Rutgers, -4.5, +4.5, +52.0
2017-11-04, Georgia Tech, UVA, -8.0, +8.0, +50.0
2017-11-04, Nevada, Boise State, +21.0, -21.0, +62.0
2017-11-04, Colorado, Arizona State, +6.0, -6.0, +58.5
2017-11-04, New Mexico St, Texas State, -9.0, +9.0, +57.0
2017-11-04, Georgia State, Ga Southern, -4.5, +4.5, +50.0
2017-11-04, Appalachian St, UL Monroe, -8.0, +8.0, +62.0
2017-11-04, Charlotte, Old Dominion, +9.0, -9.0, +50.0
2017-11-04, Southern Miss, Tennessee, +7.0, -7.0, +48.0
2017-11-04, Auburn, Texas A&M, -14.5, +14.5, +52.0
2017-11-04, Army, Air Force, +6.5, -6.5, +54.5
2017-11-04, Wisconsin, Indiana, -11.5, +11.5, +49.5
2017-11-04, Cincinnati, Tulane, +6.5, -6.5, +54.0
2017-11-04, South Carolina, Georgia, +23.5, -23.5, +45.5
2017-11-04, UCF, SMU, -14.0, +14.0, +75.0
2017-11-04, W Kentucky, Vanderbilt, +12.5, -12.5, +54.0
2017-11-04, North Texas, LA Tech, +3.5, -3.5, +67.5
2017-11-04, Minnesota, Michigan, +16.0, -16.0, +39.5
2017-11-04, Oklahoma, Oklahoma State, +1.5, -1.5, +76.5
2017-11-04, Wake Forest, Notre Dame, +15.5, -15.5, +56.5
2017-11-04, Rice, UAB, +9.5, -9.5, +50.0
2017-11-04, LA-Lafayette, South Alabama, +6.0, -6.0, +52.5
2017-11-04, Utah State, New Mexico, +3.0, -3.0, +52.5
2017-11-04, BYU, Fresno State, +10.0, -10.0, +48.0
2017-11-04, Colorado State, Wyoming, -4.0, +4.0, +48.5
2017-11-04, UTSA, FIU, -6.5, +6.5, +51.5
2017-11-04, Florida, Missouri, +1.5, -1.5, +61.0
2017-11-04, LSU, Alabama, +21.0, -21.0, +46.5
2017-11-04, Penn State, Michigan State, -10.0, +10.0, +47.5
2017-11-04, San Diego State, San Jose State, -23.5, +23.5, +51.0
2017-11-04, Oregon State, Cal, +7.0, -7.0, +54.5
2017-11-04, Arizona, USC, +6.5, -6.5, +76.0
2017-11-04, USF, UConn, -23.0, +23.0, +65.5
2017-11-04, ECU, Houston, +23.5, -23.5, +63.0
2017-11-04, UMass, Miss St, +33.0, -33.0, +57.5
2017-11-04, Kansas State, Texas Tech, +3.5, -3.5, +63.5
2017-11-04, Texas, TCU, +8.0, -8.0, +46.0
2017-11-04, Oregon, Washington, +14.5, -14.5, +54.0
2017-11-04, Coastal Carolina, Arkansas, +24.0, -24.0, +60.0
2017-11-04, Hawaii, UNLV, +7.0, -7.0, +59.5
2017-11-04, Stanford, Washington St, -2.0, +2.0, +56.0
2017-11-04, UTEP, Mid Tennessee, +19.5, -19.5, +49.5
